 ID,PARAM,dateTime,Sept-Chutes,SYM
02PE001,1,2025/09/30,17.8,
02PE001,1,2025/10/01,15.3,
02PE001,1,2025/10/02,16.4,
02PE001,1,2025/10/03,15.0,
02PE001,1,2025/10/04,13.9,
02PE001,1,2025/10/05,15.3,
02PE001,1,2025/10/06,16.1,
02PE001,1,2025/10/07,0.00,
02PE001,1,2025/10/08,0.00,
02PE001,1,2025/10/09,5.38,
02PE001,1,2025/10/10,5.38,
02PE001,1,2025/10/11,5.38,
02PE001,1,2025/10/12,5.38,
02PE001,1,2025/10/13,7.36,
02PE001,1,2025/10/14,17.3,
02PE001,1,2025/10/15,22.1,
02PE001,1,2025/10/16,22.1,
02PE001,1,2025/10/17,22.1,
02PE001,1,2025/10/18,22.1,
02PE001,1,2025/10/19,22.1,
02PE001,1,2025/10/20,22.1,
02PE001,1,2025/10/21,27.2,
02PE001,1,2025/10/22,26.6,
02PE001,1,2025/10/23,25.8,
02PE001,1,2025/10/24,25.8,
02PE001,1,2025/10/25,25.8,
02PE001,1,2025/10/26,25.8,
02PE001,1,2025/10/27,25.8,
02PE001,1,2025/10/28,25.8,
02PE001,1,2025/10/29,25.8,
02PE001,1,2025/10/30,25.8,
02PE001,1,2025/10/31,22.1,
02PE001,1,2025/11/01,22.1,
02PE001,1,2025/11/02,22.1,
02PE001,1,2025/11/03,20.7,
02PE001,1,2025/11/04,13.0,
02PE001,1,2025/11/05,10.5,
02PE001,1,2025/11/06,12.7,
02PE001,1,2025/11/07,13.3,
02PE001,1,2025/11/08,11.0,
02PE001,1,2025/11/09,15.6,
02PE001,1,2025/11/10,18.4,
02PE001,1,2025/11/11,49.8,
02PE001,1,2025/11/12,40.2,
02PE001,1,2025/11/13,32.3,
02PE001,1,2025/11/14,37.1,
02PE001,1,2025/11/15,38.2,
02PE001,1,2025/11/16,22.4,
02PE001,1,2025/11/17,19.5,
02PE001,1,2025/11/18,17.8,
02PE001,1,2025/11/19,16.4,
02PE001,1,2025/11/20,15.3,
02PE001,1,2025/11/21,15.3,
02PE001,1,2025/11/22,14.7,
02PE001,1,2025/11/23,11.3,
02PE001,1,2025/11/24,9.06,
02PE001,1,2025/11/25,9.34,
02PE001,1,2025/11/26,11.3,
02PE001,1,2025/11/27,8.50,
02PE001,1,2025/11/28,9.91,
02PE001,1,2025/11/29,11.3,
02PE001,1,2025/11/30,13.9,
02PE001,1,2025/12/01,17.8,
02PE001,1,2025/12/02,19.8,
02PE001,1,2025/12/03,17.6,
02PE001,1,2025/12/04,13.9,
02PE001,1,2025/12/05,11.0,
02PE001,1,2025/12/06,15.9,
02PE001,1,2025/12/07,13.0,
02PE001,1,2025/12/08,10.2,
02PE001,1,2025/12/09,11.3,
02PE001,1,2025/12/10,12.2,
02PE001,1,2025/12/11,12.5,
02PE001,1,2025/12/12,11.9,
02PE001,1,2025/12/13,10.5,
02PE001,1,2025/12/14,11.3,
02PE001,1,2025/12/15,24.9,
02PE001,1,2025/12/16,23.2,
02PE001,1,2025/12/17,19.5,
02PE001,1,2025/12/18,18.7,
02PE001,1,2025/12/19,15.3,
02PE001,1,2025/12/20,13.3,
02PE001,1,2025/12/21,12.2,
02PE001,1,2025/12/22,12.2,
02PE001,1,2025/12/23,11.0,
02PE001,1,2025/12/24,10.2,
02PE001,1,2025/12/25,10.5,
02PE001,1,2025/12/26,10.2,
02PE001,1,2025/12/27,9.63,
02PE001,1,2025/12/28,10.2,
02PE001,1,2025/12/29,10.8,
02PE001,1,2025/12/30,10.5,
02PE001,1,2025/12/31,10.5,
02PE001,1,2035/01/01,151,
02PE001,1,2035/01/02,153,
02PE001,1,2035/01/03,142,
02PE001,1,2035/01/04,171,
02PE001,1,2035/01/05,168,
02PE001,1,2035/01/06,165,
02PE001,1,2035/01/07,178,
02PE001,1,2035/01/08,183,
02PE001,1,2035/01/09,167,
02PE001,1,2035/01/10,129,
02PE001,1,2035/01/11,135,
02PE001,1,2035/01/12,144,
02PE001,1,2035/01/13,173,
02PE001,1,2035/01/14,160,
02PE001,1,2035/01/15,157,
02PE001,1,2035/01/16,129,
02PE001,1,2035/01/17,154,
02PE001,1,2035/01/18,2.55,
02PE001,1,2035/01/19,2.83,
02PE001,1,2035/01/20,1.98,
02PE001,1,2035/01/21,2.83,
02PE001,1,2035/01/22,3.96,
02PE001,1,2035/01/23,4.25,
02PE001,1,2035/01/24,5.10,
02PE001,1,2035/01/25,4.81,
02PE001,1,2035/01/26,4.81,
02PE001,1,2035/01/27,5.10,
02PE001,1,2035/01/28,5.10,
02PE001,1,2035/01/29,4.81,
02PE001,1,2035/01/30,5.10,
02PE001,1,2035/01/31,4.81,
02PE001,1,2035/02/01,89.8,
02PE001,1,2035/02/02,90.0,
02PE001,1,2035/02/03,88.6,
02PE001,1,2035/02/04,89.2,
02PE001,1,2035/02/05,88.9,
02PE001,1,2035/02/06,90.0,
02PE001,1,2035/02/07,72.8,
02PE001,1,2035/02/08,82.4,
02PE001,1,2035/02/09,74.8,
02PE001,1,2035/02/10,58.9,
02PE001,1,2035/02/11,58.9,
02PE001,1,2035/02/12,58.3,
02PE001,1,2035/02/13,75.9,
02PE001,1,2035/02/14,88.6,
02PE001,1,2035/02/15,37.9,
02PE001,1,2035/02/16,36.2,
02PE001,1,2035/02/17,36.2,
02PE001,1,2035/02/18,52.4,
02PE001,1,2035/02/19,87.8,
02PE001,1,2035/02/20,79.3,
02PE001,1,2035/02/21,72.2,
02PE001,1,2035/02/22,73.3,
02PE001,1,2035/02/23,61.2,
02PE001,1,2035/02/24,56.4,
02PE001,1,2035/02/25,56.4,
02PE001,1,2035/02/26,56.4,
02PE001,1,2035/02/27,56.4,
02PE001,1,2035/02/28,56.4,
02PE001,1,2035/03/01,56.4,
02PE001,1,2035/03/02,59.2,
02PE001,1,2035/03/03,56.4,
02PE001,1,2035/03/04,56.4,
02PE001,1,2035/03/05,56.4,
02PE001,1,2035/03/06,33.4,
02PE001,1,2035/03/07,52.1,
02PE001,1,2035/03/08,55.8,
02PE001,1,2035/03/09,55.2,
02PE001,1,2035/03/10,55.2,
02PE001,1,2035/03/11,55.8,
02PE001,1,2035/03/12,36.2,
02PE001,1,2035/03/13,27.2,
02PE001,1,2035/03/14,15.9,
02PE001,1,2035/03/15,15.9,
02PE001,1,2035/03/16,28.6,
02PE001,1,2035/03/17,38.2,
02PE001,1,2035/03/18,38.5,
02PE001,1,2035/03/19,32.6,
02PE001,1,2035/03/20,128,
02PE001,1,2035/03/21,277,
02PE001,1,2035/03/22,227,
02PE001,1,2035/03/23,189,
02PE001,1,2035/03/24,175,
02PE001,1,2035/03/25,173,
02PE001,1,2035/03/26,173,
02PE001,1,2035/03/27,102,
02PE001,1,2035/03/28,131,
02PE001,1,2035/03/29,147,
02PE001,1,2035/03/30,145,
02PE001,1,2035/03/31,131,
02PE001,1,2035/04/01,105,
02PE001,1,2035/04/02,131,
02PE001,1,2035/04/03,136,
02PE001,1,2035/04/04,113,
02PE001,1,2035/04/05,133,
02PE001,1,2035/04/06,167,
02PE001,1,2035/04/07,209,
02PE001,1,2035/04/08,215,
02PE001,1,2035/04/09,153,
02PE001,1,2035/04/10,167,
02PE001,1,2035/04/11,139,
02PE001,1,2035/04/12,125,
02PE001,1,2035/04/13,125,
02PE001,1,2035/04/14,116,
02PE001,1,2035/04/15,146,
02PE001,1,2035/04/16,185,
02PE001,1,2035/04/17,215,
02PE001,1,2035/04/18,215,
02PE001,1,2035/04/19,232,
02PE001,1,2035/04/20,264,
02PE001,1,2035/04/21,215,
02PE001,1,2035/04/22,187,
02PE001,1,2035/04/23,183,
02PE001,1,2035/04/24,215,
02PE001,1,2035/04/25,197,
02PE001,1,2035/04/26,142,
02PE001,1,2035/04/27,95.4,
02PE001,1,2035/04/28,85.0,
02PE001,1,2035/04/29,53.8,
02PE001,1,2035/04/30,53.8,
02PE001,1,2035/05/01,53.8,
02PE001,1,2035/05/02,53.8,
02PE001,1,2035/05/03,82.1,
02PE001,1,2035/05/04,90.6,
02PE001,1,2035/05/05,125,
02PE001,1,2035/05/06,134,
02PE001,1,2035/05/07,142,
02PE001,1,2035/05/08,130,
02PE001,1,2035/05/09,137,
02PE001,1,2035/05/10,159,
02PE001,1,2035/05/11,183,
02PE001,1,2035/05/12,204,
02PE001,1,2035/05/13,193,
02PE001,1,2035/05/14,196,
02PE001,1,2035/05/15,182,
02PE001,1,2035/05/16,237,
02PE001,1,2035/05/17,211,
02PE001,1,2035/05/18,189,
02PE001,1,2035/05/19,268,
02PE001,1,2035/05/20,229,
02PE001,1,2035/05/21,388,
02PE001,1,2035/05/22,265,
02PE001,1,2035/05/23,269,
02PE001,1,2035/05/24,221,
02PE001,1,2035/05/25,163,
02PE001,1,2035/05/26,122,
02PE001,1,2035/05/27,129,
02PE001,1,2035/05/28,146,
02PE001,1,2035/05/29,22.4,
02PE001,1,2035/05/30,22.4,
02PE001,1,2035/05/31,116,
02PE001,1,2035/06/01,116,
02PE001,1,2035/06/02,117,
02PE001,1,2035/06/03,103,
02PE001,1,2035/06/04,80.1,
02PE001,1,2035/06/05,72.8,
02PE001,1,2035/06/06,69.7,
02PE001,1,2035/06/07,22.7,
02PE001,1,2035/06/08,14.4,
02PE001,1,2035/06/09,22.4,
02PE001,1,2035/06/10,73.1,
02PE001,1,2035/06/11,73.9,
02PE001,1,2035/06/12,64.0,
02PE001,1,2035/06/13,67.7,
02PE001,1,2035/06/14,73.1,
02PE001,1,2035/06/15,98.0,
02PE001,1,2035/06/16,96.6,
02PE001,1,2035/06/17,73.1,
02PE001,1,2035/06/18,68.5,
02PE001,1,2035/06/19,66.5,
02PE001,1,2035/06/20,50.7,
02PE001,1,2035/06/21,46.7,
02PE001,1,2035/06/22,41.3,
02PE001,1,2035/06/23,52.1,
02PE001,1,2035/06/24,68.0,
02PE001,1,2035/06/25,67.7,
02PE001,1,2035/06/26,55.2,
02PE001,1,2035/06/27,44.5,
02PE001,1,2035/06/28,41.1,
02PE001,1,2035/06/29,33.4,
02PE001,1,2035/06/30,22.1,
02PE001,1,2035/07/01,19.8,
02PE001,1,2035/07/02,18.1,
02PE001,1,2035/07/03,37.1,
02PE001,1,2035/07/04,28.0,
02PE001,1,2035/07/05,20.1,
02PE001,1,2035/07/06,18.4,
02PE001,1,2035/07/07,17.0,
02PE001,1,2035/07/08,15.6,
02PE001,1,2035/07/09,17.3,
02PE001,1,2035/07/10,25.5,
02PE001,1,2035/07/11,24.6,
02PE001,1,2035/07/12,34.0,
02PE001,1,2035/07/13,21.0,
02PE001,1,2035/07/14,16.7,
02PE001,1,2035/07/15,31.1,
02PE001,1,2035/07/16,24.6,
02PE001,1,2035/07/17,17.0,
02PE001,1,2035/07/18,14.7,
02PE001,1,2035/07/19,14.2,
02PE001,1,2035/07/20,14.2,
02PE001,1,2035/07/21,15.6,
02PE001,1,2035/07/22,22.7,
02PE001,1,2035/07/23,19.3,
02PE001,1,2035/07/24,16.1,
02PE001,1,2035/07/25,28.6,
02PE001,1,2035/07/26,25.8,
02PE001,1,2035/07/27,19.3,
02PE001,1,2035/07/28,17.8,
02PE001,1,2035/07/29,21.8,
02PE001,1,2035/07/30,19.0,
02PE001,1,2035/07/31,19.5,
02PE001,1,2035/08/01,19.0,
02PE001,1,2035/08/02,15.6,
02PE001,1,2035/08/03,24.4,
02PE001,1,2035/08/04,22.4,
02PE001,1,2035/08/05,21.2,
02PE001,1,2035/08/06,17.8,
02PE001,1,2035/08/07,15.0,
02PE001,1,2035/08/08,13.0,
02PE001,1,2035/08/09,12.5,
02PE001,1,2035/08/10,11.9,
02PE001,1,2035/08/11,11.3,
02PE001,1,2035/08/12,11.6,
02PE001,1,2035/08/13,14.7,
02PE001,1,2035/08/14,13.9,
02PE001,1,2035/08/15,11.9,
02PE001,1,2035/08/16,11.3,
02PE001,1,2035/08/17,10.8,
02PE001,1,2035/08/18,14.2,
02PE001,1,2035/08/19,11.9,
02PE001,1,2035/08/20,11.3,
02PE001,1,2035/08/21,11.3,
02PE001,1,2035/08/22,10.8,
02PE001,1,2035/08/23,12.7,
02PE001,1,2035/08/24,10.8,
02PE001,1,2035/08/25,10.5,
02PE001,1,2035/08/26,11.0,
02PE001,1,2035/08/27,15.9,
02PE001,1,2035/08/28,16.4,
02PE001,1,2035/08/29,12.5,
02PE001,1,2035/08/30,11.0,
02PE001,1,2035/08/31,10.5,
02PE001,1,2035/09/01,9.34,
02PE001,1,2035/09/02,11.6,
02PE001,1,2035/09/03,21.5,
02PE001,1,2035/09/04,23.2,
02PE001,1,2035/09/05,19.0,
02PE001,1,2035/09/06,14.7,
02PE001,1,2035/09/07,18.4,
02PE001,1,2035/09/08,16.7,
02PE001,1,2035/09/09,15.9,
02PE001,1,2035/09/10,16.4,
02PE001,1,2035/09/11,14.7,
02PE001,1,2035/09/12,24.9,
02PE001,1,2035/09/13,33.7,
02PE001,1,2035/09/14,26.1,
02PE001,1,2035/09/15,21.0,
02PE001,1,2035/09/16,17.6,
02PE001,1,2035/09/17,14.2,
02PE001,1,2035/09/18,14.2,
02PE001,1,2035/09/19,12.7,
02PE001,1,2035/09/20,13.0,
02PE001,1,2035/09/21,15.3,
02PE001,1,2035/09/22,15.3,
02PE001,1,2035/09/23,14.7,
02PE001,1,2035/09/24,13.0,
02PE001,1,2035/09/25,12.5,
02PE001,1,2035/09/26,12.2,
02PE001,1,2035/09/27,17.8,
02PE001,1,2035/09/28,21.8,
02PE001,1,2035/09/29,20.1,
02PE001,1,2035/09/30,17.8,
02PE001,1,2035/10/01,15.3,
02PE001,1,2035/10/02,16.4,
02PE001,1,2035/10/03,15.0,
02PE001,1,2035/10/04,13.9,
02PE001,1,2035/10/05,15.3,
02PE001,1,2035/10/06,16.1,
02PE001,1,2035/10/07,0.00,
02PE001,1,2035/10/08,0.00,
02PE001,1,2035/10/09,5.38,
02PE001,1,2035/10/10,5.38,
02PE001,1,2035/10/11,5.38,
02PE001,1,2035/10/12,5.38,
02PE001,1,2035/10/13,7.36,
02PE001,1,2035/10/14,17.3,
02PE001,1,2035/10/15,22.1,
02PE001,1,2035/10/16,22.1,
02PE001,1,2035/10/17,22.1,
02PE001,1,2035/10/18,22.1,
02PE001,1,2035/10/19,22.1,
02PE001,1,2035/10/20,22.1,
02PE001,1,2035/10/21,27.2,
02PE001,1,2035/10/22,26.6,
02PE001,1,2035/10/23,25.8,
02PE001,1,2035/10/24,25.8,
02PE001,1,2035/10/25,25.8,
02PE001,1,2035/10/26,25.8,
02PE001,1,2035/10/27,25.8,
02PE001,1,2035/10/28,25.8,
02PE001,1,2035/10/29,25.8,
02PE001,1,2035/10/30,25.8,
02PE001,1,2035/10/31,22.1,
02PE001,1,2035/11/01,22.1,
02PE001,1,2035/11/02,22.1,
02PE001,1,2035/11/03,20.7,
02PE001,1,2035/11/04,13.0,
02PE001,1,2035/11/05,10.5,
02PE001,1,2035/11/06,12.7,
02PE001,1,2035/11/07,13.3,
02PE001,1,2035/11/08,11.0,
02PE001,1,2035/11/09,15.6,
02PE001,1,2035/11/10,18.4,
02PE001,1,2035/11/11,49.8,
02PE001,1,2035/11/12,40.2,
02PE001,1,2035/11/13,32.3,
02PE001,1,2035/11/14,37.1,
02PE001,1,2035/11/15,38.2,
02PE001,1,2035/11/16,22.4,
02PE001,1,2035/11/17,19.5,
02PE001,1,2035/11/18,17.8,
02PE001,1,2035/11/19,16.4,
02PE001,1,2035/11/20,15.3,
02PE001,1,2035/11/21,15.3,
02PE001,1,2035/11/22,14.7,
02PE001,1,2035/11/23,11.3,
02PE001,1,2035/11/24,9.06,
02PE001,1,2035/11/25,9.34,
02PE001,1,2035/11/26,11.3,
02PE001,1,2035/11/27,8.50,
02PE001,1,2035/11/28,9.91,
02PE001,1,2035/11/29,11.3,
02PE001,1,2035/11/30,13.9,
02PE001,1,2035/12/01,17.8,
02PE001,1,2035/12/02,19.8,
02PE001,1,2035/12/03,17.6,
02PE001,1,2035/12/04,13.9,
02PE001,1,2035/12/05,11.0,
02PE001,1,2035/12/06,15.9,
02PE001,1,2035/12/07,13.0,
02PE001,1,2035/12/08,10.2,
02PE001,1,2035/12/09,11.3,
02PE001,1,2035/12/10,12.2,
02PE001,1,2035/12/11,12.5,
02PE001,1,2035/12/12,11.9,
02PE001,1,2035/12/13,10.5,
02PE001,1,2035/12/14,11.3,
02PE001,1,2035/12/15,24.9,
02PE001,1,2035/12/16,23.2,
02PE001,1,2035/12/17,19.5,
02PE001,1,2035/12/18,18.7,
02PE001,1,2035/12/19,15.3,
02PE001,1,2035/12/20,13.3,
02PE001,1,2035/12/21,12.2,
02PE001,1,2035/12/22,12.2,
02PE001,1,2035/12/23,11.0,
02PE001,1,2035/12/24,10.2,
02PE001,1,2035/12/25,10.5,
02PE001,1,2035/12/26,10.2,
02PE001,1,2035/12/27,9.63,
02PE001,1,2035/12/28,10.2,
02PE001,1,2035/12/29,10.8,
02PE001,1,2035/12/30,10.5,
02PE001,1,2035/12/31,10.5,
02PE001,1,2050/01/01,151,
02PE001,1,2050/01/02,153,
02PE001,1,2050/01/03,142,
02PE001,1,2050/01/04,171,
02PE001,1,2050/01/05,168,
02PE001,1,2050/01/06,165,
02PE001,1,2050/01/07,178,
02PE001,1,2050/01/08,183,
02PE001,1,2050/01/09,167,
02PE001,1,2050/01/10,129,
02PE001,1,2050/01/11,135,
02PE001,1,2050/01/12,144,
02PE001,1,2050/01/13,173,
02PE001,1,2050/01/14,160,
02PE001,1,2050/01/15,157,
02PE001,1,2050/01/16,129,
02PE001,1,2050/01/17,154,
02PE001,1,2050/01/18,2.55,
02PE001,1,2050/01/19,2.83,
02PE001,1,2050/01/20,1.98,
02PE001,1,2050/01/21,2.83,
02PE001,1,2050/01/22,3.96,
02PE001,1,2050/01/23,4.25,
