x,y,HUMIDEX_FLAG,PROVINCE_CODE,TEMP,RELATIVE_HUMIDITY_FLAG,WEATHER_FRE_DESC,WIND_DIRECTION_FLAG,PRECIP_AMOUNT_FLAG,DEW_POINT_TEMP,UTC_YEAR,UTC_DAY,LOCAL_HOUR,VISIBILITY,UTC_DATE,TEMP_FLAG,STATION_PRESSURE_FLAG,LOCAL_DATE,WEATHER_ENG_DESC,ID,HUMIDEX,UTC_MONTH,STATION_NAME,PRECIP_AMOUNT,DEW_POINT_TEMP_FLAG,WIND_SPEED_FLAG,STATION_PRESSURE,WINDCHILL_FLAG,RELATIVE_HUMIDITY,WIND_DIRECTION,CLIMATE_IDENTIFIER,VISIBILITY_FLAG,LOCAL_DAY,LOCAL_YEAR,WINDCHILL,WIND_SPEED,LOCAL_MONTH
-65.99277777777777,58.71138888888889,,QC,-9.4,,Neige,,,-12.5,2024,5,15,2.4,2024-03-05T20:00:00,,,2024-03-05 15:00:00,Snow,7113390.2024.3.5.15,,3,KANGIQSUALUJJUAQ A,,,,99.93,,78,10,7113390,,5,2024,-13,7,3
-65.99277777777777,58.71138888888889,,QC,-9.3,,Neige,,,-11.7,2024,5,16,3.2,2024-03-05T21:00:00,,,2024-03-05 16:00:00,Snow,7113390.2024.3.5.16,,3,KANGIQSUALUJJUAQ A,,,,99.89,,83,14,7113390,,5,2024,-15,12,3
-65.99277777777777,58.71138888888889,,QC,-8.9,,Neige,,,-11.4,2024,5,17,2.4,2024-03-05T22:00:00,,,2024-03-05 17:00:00,Snow,7113390.2024.3.5.17,,3,KANGIQSUALUJJUAQ A,,,,99.77,,82,12,7113390,,5,2024,-18,27,3
-65.99277777777777,58.71138888888889,,QC,-15.8,,"Neige,Poudrerie élevée",,,-18.2,2024,6,8,6.4,2024-03-06T13:00:00,,,2024-03-06 08:00:00,"Snow,Blowing Snow",7113390.2024.3.6.8,,3,KANGIQSUALUJJUAQ A,,,,100.55,,82,31,7113390,,6,2024,-28,35,3
-65.99277777777777,58.71138888888889,,QC,-16.1,,"Neige,Poudrerie élevée",,,-18.6,2024,6,9,1.6,2024-03-06T14:00:00,,,2024-03-06 09:00:00,"Snow,Blowing Snow",7113390.2024.3.6.9,,3,KANGIQSUALUJJUAQ A,,,,100.74,,81,31,7113390,,6,2024,-28,34,3
-65.99277777777777,58.71138888888889,,QC,-16.3,,"Neige,Poudrerie élevée",,,-18.9,2024,6,10,3.2,2024-03-06T15:00:00,,,2024-03-06 10:00:00,"Snow,Blowing Snow",7113390.2024.3.6.10,,3,KANGIQSUALUJJUAQ A,,,,100.91,,80,32,7113390,,6,2024,-29,37,3
-65.99277777777777,58.71138888888889,,QC,-16.5,,Poudrerie élevée,,,-19.2,2024,6,11,8.1,2024-03-06T16:00:00,,,2024-03-06 11:00:00,Blowing Snow,7113390.2024.3.6.11,,3,KANGIQSUALUJJUAQ A,,,,101.09,,80,31,7113390,,6,2024,-28,28,3
-65.99277777777777,58.71138888888889,,QC,-16.6,,"Neige,Poudrerie élevée",,,-19.3,2024,6,12,9.7,2024-03-06T17:00:00,,,2024-03-06 12:00:00,"Snow,Blowing Snow",7113390.2024.3.6.12,,3,KANGIQSUALUJJUAQ A,,,,101.26,,79,31,7113390,,6,2024,-27,24,3
-65.99277777777777,58.71138888888889,,QC,-16.2,,"Neige,Poudrerie élevée",,,-19.7,2024,6,13,9.7,2024-03-06T18:00:00,,,2024-03-06 13:00:00,"Snow,Blowing Snow",7113390.2024.3.6.13,,3,KANGIQSUALUJJUAQ A,,,,101.39,,75,32,7113390,,6,2024,-27,26,3
-65.99277777777777,58.71138888888889,,QC,-16.4,,"Neige,Poudrerie élevée",,,-19.9,2024,6,14,11.3,2024-03-06T19:00:00,,,2024-03-06 14:00:00,"Snow,Blowing Snow",7113390.2024.3.6.14,,3,KANGIQSUALUJJUAQ A,,,,101.53,,75,32,7113390,,6,2024,-27,27,3
-65.99277777777777,58.71138888888889,,QC,-16.8,,"Neige,Poudrerie élevée",,,-20.3,2024,6,15,9.7,2024-03-06T20:00:00,,,2024-03-06 15:00:00,"Snow,Blowing Snow",7113390.2024.3.6.15,,3,KANGIQSUALUJJUAQ A,,,,101.66,,74,33,7113390,,6,2024,-27,23,3
-65.99277777777777,58.71138888888889,,QC,-17.1,,"Neige,Poudrerie élevée",,,-21.2,2024,6,16,9.7,2024-03-06T21:00:00,,,2024-03-06 16:00:00,"Snow,Blowing Snow",7113390.2024.3.6.16,,3,KANGIQSUALUJJUAQ A,,,,101.78,,71,32,7113390,,6,2024,-26,17,3
-65.99277777777777,58.71138888888889,,QC,-17.3,,Neige,,,-21.3,2024,6,17,16.1,2024-03-06T22:00:00,,,2024-03-06 17:00:00,Snow,7113390.2024.3.6.17,,3,KANGIQSUALUJJUAQ A,,,,101.87,,71,31,7113390,,6,2024,-24,10,3
-65.99277777777777,58.71138888888889,,QC,-20.4,,Poudrerie élevée,,,-23.3,2024,7,8,19.3,2024-03-07T13:00:00,,,2024-03-07 08:00:00,Blowing Snow,7113390.2024.3.7.8,,3,KANGIQSUALUJJUAQ A,,,,102.35,,78,15,7113390,,7,2024,-32,25,3
-65.99277777777777,58.71138888888889,,QC,-20.6,,Poudrerie élevée,,,-23.7,2024,7,9,24.1,2024-03-07T14:00:00,,,2024-03-07 09:00:00,Blowing Snow,7113390.2024.3.7.9,,3,KANGIQSUALUJJUAQ A,,,,102.42,,76,12,7113390,,7,2024,-29,14,3
-65.99277777777777,58.71138888888889,,QC,-19.9,,Poudrerie élevée,,,-23.4,2024,7,10,24.1,2024-03-07T15:00:00,,,2024-03-07 10:00:00,Blowing Snow,7113390.2024.3.7.10,,3,KANGIQSUALUJJUAQ A,,,,102.41,,74,14,7113390,,7,2024,-30,17,3
-65.99277777777777,58.71138888888889,,QC,-19.4,,Poudrerie élevée,,,-23.1,2024,7,11,24.1,2024-03-07T16:00:00,,,2024-03-07 11:00:00,Blowing Snow,7113390.2024.3.7.11,,3,KANGIQSUALUJJUAQ A,,,,102.41,,73,14,7113390,,7,2024,-29,19,3
-65.99277777777777,58.71138888888889,,QC,-18.6,,ND,,,-23.0,2024,7,12,24.1,2024-03-07T17:00:00,,,2024-03-07 12:00:00,NA,7113390.2024.3.7.12,,3,KANGIQSUALUJJUAQ A,,,,102.43,,69,16,7113390,,7,2024,-25,8,3
-65.99277777777777,58.71138888888889,,QC,-18.4,,Généralement dégagé,,,-23.0,2024,7,13,24.1,2024-03-07T18:00:00,,,2024-03-07 13:00:00,Mainly Clear,7113390.2024.3.7.13,,3,KANGIQSUALUJJUAQ A,,,,102.44,,67,16,7113390,,7,2024,-26,11,3
-65.99277777777777,58.71138888888889,,QC,-18.1,,ND,,,-22.7,2024,7,14,24.1,2024-03-07T19:00:00,,,2024-03-07 14:00:00,NA,7113390.2024.3.7.14,,3,KANGIQSUALUJJUAQ A,,,,102.46,,68,20,7113390,,7,2024,-23,7,3
-65.99277777777777,58.71138888888889,,QC,-17.6,,Poudrerie élevée,,,-22.1,2024,7,15,24.1,2024-03-07T20:00:00,,,2024-03-07 15:00:00,Blowing Snow,7113390.2024.3.7.15,,3,KANGIQSUALUJJUAQ A,,,,102.47,,68,17,7113390,,7,2024,-26,16,3
-65.99277777777777,58.71138888888889,,QC,-18.1,,Généralement dégagé,,,-22.2,2024,7,16,24.1,2024-03-07T21:00:00,,,2024-03-07 16:00:00,Mainly Clear,7113390.2024.3.7.16,,3,KANGIQSUALUJJUAQ A,,,,102.5,,70,14,7113390,,7,2024,-27,17,3
-65.99277777777777,58.71138888888889,,QC,-17.9,,ND,,,-22.2,2024,7,17,24.1,2024-03-07T22:00:00,,,2024-03-07 17:00:00,NA,7113390.2024.3.7.17,,3,KANGIQSUALUJJUAQ A,,,,102.54,,70,15,7113390,,7,2024,-28,21,3
-65.99277777777777,58.71138888888889,,QC,-20.9,,Cristaux de glace,,,-23.9,2024,8,8,24.1,2024-03-08T13:00:00,,,2024-03-08 08:00:00,Ice Crystals,7113390.2024.3.8.8,,3,KANGIQSUALUJJUAQ A,,,,102.75,,77,15,7113390,,8,2024,-31,16,3
-65.99277777777777,58.71138888888889,,QC,-20.4,,ND,,,-23.6,2024,8,9,24.1,2024-03-08T14:00:00,,,2024-03-08 09:00:00,NA,7113390.2024.3.8.9,,3,KANGIQSUALUJJUAQ A,,,,102.74,,76,12,7113390,,8,2024,-30,17,3
-65.99277777777777,58.71138888888889,,QC,-19.7,,Généralement dégagé,,,-23.3,2024,8,10,24.1,2024-03-08T15:00:00,,,2024-03-08 10:00:00,Mainly Clear,7113390.2024.3.8.10,,3,KANGIQSUALUJJUAQ A,,,,102.71,,74,16,7113390,,8,2024,-31,23,3
-65.99277777777777,58.71138888888889,,QC,-18.8,,ND,,,-22.5,2024,8,11,24.1,2024-03-08T16:00:00,,,2024-03-08 11:00:00,NA,7113390.2024.3.8.11,,3,KANGIQSUALUJJUAQ A,,,,102.71,,73,14,7113390,,8,2024,-27,12,3
-65.99277777777777,58.71138888888889,,QC,-18.0,,ND,,,-22.3,2024,8,12,24.1,2024-03-08T17:00:00,,,2024-03-08 12:00:00,NA,7113390.2024.3.8.12,,3,KANGIQSUALUJJUAQ A,,,,102.68,,70,16,7113390,,8,2024,-26,14,3
-65.99277777777777,58.71138888888889,,QC,-16.8,,Dégagé,,,-21.8,2024,8,13,24.1,2024-03-08T18:00:00,,,2024-03-08 13:00:00,Clear,7113390.2024.3.8.13,,3,KANGIQSUALUJJUAQ A,,,,102.63,,66,16,7113390,,8,2024,-26,20,3
-65.99277777777777,58.71138888888889,,QC,-16.7,,ND,,,-21.3,2024,8,14,24.1,2024-03-08T19:00:00,,,2024-03-08 14:00:00,NA,7113390.2024.3.8.14,,3,KANGIQSUALUJJUAQ A,,,,102.6,,68,15,7113390,,8,2024,-24,13,3
-65.99277777777777,58.71138888888889,,QC,-16.9,,ND,,,-21.7,2024,8,15,24.1,2024-03-08T20:00:00,,,2024-03-08 15:00:00,NA,7113390.2024.3.8.15,,3,KANGIQSUALUJJUAQ A,,,,102.57,,67,15,7113390,,8,2024,-25,15,3
-65.99277777777777,58.71138888888889,,QC,-17.0,,Généralement dégagé,,,-21.4,2024,8,16,24.1,2024-03-08T21:00:00,,,2024-03-08 16:00:00,Mainly Clear,7113390.2024.3.8.16,,3,KANGIQSUALUJJUAQ A,,,,102.53,,69,15,7113390,,8,2024,-26,19,3
-65.99277777777777,58.71138888888889,,QC,-17.3,,ND,,,-21.9,2024,8,17,24.1,2024-03-08T22:00:00,,,2024-03-08 17:00:00,NA,7113390.2024.3.8.17,,3,KANGIQSUALUJJUAQ A,,,,102.48,,68,14,7113390,,8,2024,-26,16,3
-65.99277777777777,58.71138888888889,,QC,-8.7,,Poudrerie élevée,,,-13.8,2024,9,8,24.1,2024-03-09T13:00:00,,,2024-03-09 08:00:00,Blowing Snow,7113390.2024.3.9.8,,3,KANGIQSUALUJJUAQ A,,,,101.2,,67,15,7113390,,9,2024,-17,26,3
-65.99277777777777,58.71138888888889,,QC,-8.3,,Poudrerie élevée,,,-13.9,2024,9,9,24.1,2024-03-09T14:00:00,,,2024-03-09 09:00:00,Blowing Snow,7113390.2024.3.9.9,,3,KANGIQSUALUJJUAQ A,,,,101.11,,64,14,7113390,,9,2024,-19,41,3
-65.99277777777777,58.71138888888889,,QC,-8.2,,Poudrerie élevée,,,-13.7,2024,9,10,24.1,2024-03-09T15:00:00,,,2024-03-09 10:00:00,Blowing Snow,7113390.2024.3.9.10,,3,KANGIQSUALUJJUAQ A,,,,100.99,,65,14,7113390,,9,2024,-19,42,3
-65.99277777777777,58.71138888888889,,QC,-8.5,,"Neige,Poudrerie élevée",,,-12.9,2024,9,11,8.1,2024-03-09T16:00:00,,,2024-03-09 11:00:00,"Snow,Blowing Snow",7113390.2024.3.9.11,,3,KANGIQSUALUJJUAQ A,,,,100.92,,71,14,7113390,,9,2024,-18,31,3
-65.99277777777777,58.71138888888889,,QC,-8.4,,"Neige,Poudrerie élevée",,,-11.6,2024,9,12,2.4,2024-03-09T17:00:00,,,2024-03-09 12:00:00,"Snow,Blowing Snow",7113390.2024.3.9.12,,3,KANGIQSUALUJJUAQ A,,,,100.89,,78,13,7113390,,9,2024,-17,28,3
-65.99277777777777,58.71138888888889,,QC,-7.9,,"Neige,Poudrerie élevée",,,-11.6,2024,9,13,11.3,2024-03-09T18:00:00,,,2024-03-09 13:00:00,"Snow,Blowing Snow",7113390.2024.3.9.13,,3,KANGIQSUALUJJUAQ A,,,,100.79,,75,13,7113390,,9,2024,-17,35,3
-65.99277777777777,58.71138888888889,,QC,-7.4,,"Neige,Poudrerie élevée",,,-10.8,2024,9,14,12.9,2024-03-09T19:00:00,,,2024-03-09 14:00:00,"Snow,Blowing Snow",7113390.2024.3.9.14,,3,KANGIQSUALUJJUAQ A,,,,100.78,,77,14,7113390,,9,2024,-16,30,3
-65.99277777777777,58.71138888888889,,QC,-7.2,,Poudrerie élevée,,,-10.6,2024,9,15,24.1,2024-03-09T20:00:00,,,2024-03-09 15:00:00,Blowing Snow,7113390.2024.3.9.15,,3,KANGIQSUALUJJUAQ A,,,,100.76,,77,15,7113390,,9,2024,-16,34,3
-65.99277777777777,58.71138888888889,,QC,-7.2,,"Neige,Poudrerie élevée",,,-10.6,2024,9,16,3.2,2024-03-09T21:00:00,,,2024-03-09 16:00:00,"Snow,Blowing Snow",7113390.2024.3.9.16,,3,KANGIQSUALUJJUAQ A,,,,100.81,,77,15,7113390,,9,2024,-14,19,3
-65.99277777777777,58.71138888888889,,QC,-7.7,,"Neige,Poudrerie élevée",,,-10.1,2024,9,17,9.7,2024-03-09T22:00:00,,,2024-03-09 17:00:00,"Snow,Blowing Snow",7113390.2024.3.9.17,,3,KANGIQSUALUJJUAQ A,,,,100.79,,84,13,7113390,,9,2024,-15,22,3
-65.99277777777777,58.71138888888889,,QC,-14.2,,Généralement dégagé,,,-17.7,2024,10,7,24.1,2024-03-10T12:00:00,,,2024-03-10 07:00:00,Mainly Clear,7113390.2024.3.10.7,,3,KANGIQSUALUJJUAQ A,,,,100.81,,75,10,7113390,,10,2024,-21,13,3
-65.99277777777777,58.71138888888889,,QC,-12.5,,ND,,,-16.6,2024,10,8,24.1,2024-03-10T13:00:00,,,2024-03-10 08:00:00,NA,7113390.2024.3.10.8,,3,KANGIQSUALUJJUAQ A,,,,100.81,,72,13,7113390,,10,2024,-19,12,3
-65.99277777777777,58.71138888888889,,QC,-10.6,,ND,,,-15.0,2024,10,9,24.1,2024-03-10T14:00:00,,,2024-03-10 09:00:00,NA,7113390.2024.3.10.9,,3,KANGIQSUALUJJUAQ A,,,,100.79,,70,14,7113390,,10,2024,-17,15,3
-65.99277777777777,58.71138888888889,,QC,-10.8,,Généralement nuageux,,,-14.9,2024,10,10,24.1,2024-03-10T15:00:00,,,2024-03-10 10:00:00,Mostly Cloudy,7113390.2024.3.10.10,,3,KANGIQSUALUJJUAQ A,,,,100.8,,72,12,7113390,,10,2024,-16,9,3
-65.99277777777777,58.71138888888889,,QC,-10.1,,ND,,,-14.9,2024,10,11,24.1,2024-03-10T16:00:00,,,2024-03-10 11:00:00,NA,7113390.2024.3.10.11,,3,KANGIQSUALUJJUAQ A,,,,100.8,,69,36,7113390,,10,2024,-12,3,3
-65.99277777777777,58.71138888888889,,QC,-10.4,,ND,,,-14.8,2024,10,12,24.1,2024-03-10T17:00:00,,,2024-03-10 12:00:00,NA,7113390.2024.3.10.12,,3,KANGIQSUALUJJUAQ A,,,,100.8,,71,28,7113390,,10,2024,-14,7,3
-65.99277777777777,58.71138888888889,,QC,-10.3,,Généralement nuageux,,,-14.7,2024,10,13,24.1,2024-03-10T18:00:00,,,2024-03-10 13:00:00,Mostly Cloudy,7113390.2024.3.10.13,,3,KANGIQSUALUJJUAQ A,,,,100.79,,71,30,7113390,,10,2024,-13,5,3
-65.99277777777777,58.71138888888889,,QC,-10.0,,ND,,,-14.1,2024,10,14,24.1,2024-03-10T19:00:00,,,2024-03-10 14:00:00,NA,7113390.2024.3.10.14,,3,KANGIQSUALUJJUAQ A,,,,100.78,,72,36,7113390,,10,2024,-11,1,3
-65.99277777777777,58.71138888888889,,QC,-8.1,,ND,,,-13.2,2024,10,15,24.1,2024-03-10T20:00:00,,,2024-03-10 15:00:00,NA,7113390.2024.3.10.15,,3,KANGIQSUALUJJUAQ A,,,,100.75,,67,3,7113390,,10,2024,-10,4,3
-65.99277777777777,58.71138888888889,,QC,-8.6,,Nuageux,,,-13.3,2024,10,16,24.1,2024-03-10T21:00:00,,,2024-03-10 16:00:00,Cloudy,7113390.2024.3.10.16,,3,KANGIQSUALUJJUAQ A,,,,100.72,,69,36,7113390,,10,2024,-10,2,3
-65.99277777777777,58.71138888888889,,QC,-6.6,,Poudrerie élevée,,,-12.6,2024,11,7,22.5,2024-03-11T12:00:00,,,2024-03-11 07:00:00,Blowing Snow,7113390.2024.3.11.7,,3,KANGIQSUALUJJUAQ A,,,,100.75,,63,9,7113390,,11,2024,-15,27,3
-65.99277777777777,58.71138888888889,,QC,-6.6,,Poudrerie élevée,,,-12.6,2024,11,8,22.5,2024-03-11T13:00:00,,,2024-03-11 08:00:00,Blowing Snow,7113390.2024.3.11.8,,3,KANGIQSUALUJJUAQ A,,,,100.76,,63,10,7113390,,11,2024,-16,34,3
-65.99277777777777,58.71138888888889,,QC,-6.1,,ND,,,-11.9,2024,11,9,24.1,2024-03-11T14:00:00,,,2024-03-11 09:00:00,NA,7113390.2024.3.11.9,,3,KANGIQSUALUJJUAQ A,,,,100.81,,64,10,7113390,,11,2024,-13,20,3
-65.99277777777777,58.71138888888889,,QC,-6.0,,Neige,,,-11.6,2024,11,10,12.9,2024-03-11T15:00:00,,,2024-03-11 10:00:00,Snow,7113390.2024.3.11.10,,3,KANGIQSUALUJJUAQ A,,,,100.84,,65,10,7113390,,11,2024,-14,26,3
-65.99277777777777,58.71138888888889,,QC,-6.2,,"Neige,Poudrerie élevée",,,-9.4,2024,11,11,3.2,2024-03-11T16:00:00,,,2024-03-11 11:00:00,"Snow,Blowing Snow",7113390.2024.3.11.11,,3,KANGIQSUALUJJUAQ A,,,,100.8,,79,12,7113390,,11,2024,-15,33,3
-65.99277777777777,58.71138888888889,,QC,-5.7,,"Neige,Poudrerie élevée",,,-9.2,2024,11,12,9.7,2024-03-11T17:00:00,,,2024-03-11 12:00:00,"Snow,Blowing Snow",7113390.2024.3.11.12,,3,KANGIQSUALUJJUAQ A,,,,100.78,,76,12,7113390,,11,2024,-14,28,3
-65.99277777777777,58.71138888888889,,QC,-5.6,,"Neige,Poudrerie élevée",,,-9.6,2024,11,13,19.3,2024-03-11T18:00:00,,,2024-03-11 13:00:00,"Snow,Blowing Snow",7113390.2024.3.11.13,,3,KANGIQSUALUJJUAQ A,,,,100.72,,74,11,7113390,,11,2024,-14,32,3
-65.99277777777777,58.71138888888889,,QC,-5.2,,Poudrerie élevée,,,-9.7,2024,11,14,24.1,2024-03-11T19:00:00,,,2024-03-11 14:00:00,Blowing Snow,7113390.2024.3.11.14,,3,KANGIQSUALUJJUAQ A,,,,100.72,,70,11,7113390,,11,2024,-13,32,3
-65.99277777777777,58.71138888888889,,QC,-5.0,,ND,,,-9.8,2024,11,15,24.1,2024-03-11T20:00:00,,,2024-03-11 15:00:00,NA,7113390.2024.3.11.15,,3,KANGIQSUALUJJUAQ A,,,,100.79,,69,10,7113390,,11,2024,-10,11,3
-65.99277777777777,58.71138888888889,,QC,-4.9,,Nuageux,,,-9.9,2024,11,16,24.1,2024-03-11T21:00:00,,,2024-03-11 16:00:00,Cloudy,7113390.2024.3.11.16,,3,KANGIQSUALUJJUAQ A,,,,100.8,,68,13,7113390,,11,2024,-10,12,3
-65.99277777777777,58.71138888888889,,QC,-9.9,,Nuageux,,,-12.9,2024,13,7,24.1,2024-03-13T12:00:00,,,2024-03-13 07:00:00,Cloudy,7113390.2024.3.13.7,,3,KANGIQSUALUJJUAQ A,,,,101.34,,79,14,7113390,,13,2024,-16,14,3
-65.99277777777777,58.71138888888889,,QC,-9.2,,ND,,,-12.7,2024,13,8,24.1,2024-03-13T13:00:00,,,2024-03-13 08:00:00,NA,7113390.2024.3.13.8,,3,KANGIQSUALUJJUAQ A,,,,101.32,,76,14,7113390,,13,2024,-14,10,3
-65.99277777777777,58.71138888888889,,QC,-7.8,,ND,,,-11.9,2024,13,9,24.1,2024-03-13T14:00:00,,,2024-03-13 09:00:00,NA,7113390.2024.3.13.9,,3,KANGIQSUALUJJUAQ A,,,,101.33,,72,14,7113390,,13,2024,-12,8,3
-65.99277777777777,58.71138888888889,,QC,-7.4,,Généralement dégagé,,,-12.0,2024,13,10,24.1,2024-03-13T15:00:00,,,2024-03-13 10:00:00,Mainly Clear,7113390.2024.3.13.10,,3,KANGIQSUALUJJUAQ A,,,,101.31,,70,14,7113390,,13,2024,-12,11,3
-65.99277777777777,58.71138888888889,,QC,-6.7,,ND,,,-11.0,2024,13,11,24.1,2024-03-13T16:00:00,,,2024-03-13 11:00:00,NA,7113390.2024.3.13.11,,3,KANGIQSUALUJJUAQ A,,,,101.25,,71,9,7113390,,13,2024,-12,12,3
-65.99277777777777,58.71138888888889,,QC,-5.7,,ND,,,-10.4,2024,13,12,24.1,2024-03-13T17:00:00,,,2024-03-13 12:00:00,NA,7113390.2024.3.13.12,,3,KANGIQSUALUJJUAQ A,,,,101.19,,69,14,7113390,,13,2024,-10,9,3
-65.99277777777777,58.71138888888889,,QC,-5.0,,Généralement nuageux,,,-9.7,2024,13,13,24.1,2024-03-13T18:00:00,,,2024-03-13 13:00:00,Mostly Cloudy,7113390.2024.3.13.13,,3,KANGIQSUALUJJUAQ A,,,,101.15,,70,12,7113390,,13,2024,-7,4,3
-65.99277777777777,58.71138888888889,,QC,-4.8,,ND,,,-9.0,2024,13,14,24.1,2024-03-13T19:00:00,,,2024-03-13 14:00:00,NA,7113390.2024.3.13.14,,3,KANGIQSUALUJJUAQ A,,,,101.13,,73,15,7113390,,13,2024,-7,4,3
-65.99277777777777,58.71138888888889,,QC,-4.6,,ND,,,-8.2,2024,13,15,24.1,2024-03-13T20:00:00,,,2024-03-13 15:00:00,NA,7113390.2024.3.13.15,,3,KANGIQSUALUJJUAQ A,,,,101.09,,76,36,7113390,,13,2024,-5,2,3
-65.99277777777777,58.71138888888889,,QC,-4.0,,Généralement nuageux,,,-7.6,2024,13,16,24.1,2024-03-13T21:00:00,,,2024-03-13 16:00:00,Mostly Cloudy,7113390.2024.3.13.16,,3,KANGIQSUALUJJUAQ A,,,,101.06,,76,14,7113390,,13,2024,-10,17,3
-65.99277777777777,58.71138888888889,,QC,-2.8,,Nuageux,,,-6.7,2024,14,7,24.1,2024-03-14T12:00:00,,,2024-03-14 07:00:00,Cloudy,7113390.2024.3.14.7,,3,KANGIQSUALUJJUAQ A,,,,100.88,,74,13,7113390,,14,2024,-10,26,3
-65.99277777777777,58.71138888888889,,QC,-2.6,,ND,,,-6.4,2024,14,8,24.1,2024-03-14T13:00:00,,,2024-03-14 08:00:00,NA,7113390.2024.3.14.8,,3,KANGIQSUALUJJUAQ A,,,,100.85,,76,13,7113390,,14,2024,-9,20,3
-65.99277777777777,58.71138888888889,,QC,-2.2,,ND,,,-5.8,2024,14,9,24.1,2024-03-14T14:00:00,,,2024-03-14 09:00:00,NA,7113390.2024.3.14.9,,3,KANGIQSUALUJJUAQ A,,,,100.81,,76,14,7113390,,14,2024,-8,18,3
-65.99277777777777,58.71138888888889,,QC,-1.4,,Généralement nuageux,,,-5.4,2024,14,10,24.1,2024-03-14T15:00:00,,,2024-03-14 10:00:00,Mostly Cloudy,7113390.2024.3.14.10,,3,KANGIQSUALUJJUAQ A,,,,100.8,,75,14,7113390,,14,2024,-7,17,3
