x,y,WIND_DIRECTION_FLAG,UTC_MONTH,WIND_SPEED_FLAG,WINDCHILL_FLAG,TEMP,PRECIP_AMOUNT_FLAG,CLIMATE_IDENTIFIER,LOCAL_MONTH,UTC_DAY,WIND_SPEED,LOCAL_YEAR,PROVINCE_CODE,STATION_PRESSURE_FLAG,DEW_POINT_TEMP,UTC_YEAR,HUMIDEX_FLAG,WEATHER_ENG_DESC,VISIBILITY_FLAG,ID,RELATIVE_HUMIDITY_FLAG,VISIBILITY,UTC_DATE,LOCAL_DAY,WIND_DIRECTION,STATION_NAME,DEW_POINT_TEMP_FLAG,RELATIVE_HUMIDITY,WEATHER_FRE_DESC,LOCAL_HOUR,TEMP_FLAG,STATION_PRESSURE,LOCAL_DATE,WINDCHILL,HUMIDEX,PRECIP_AMOUNT
-64.47972222222222,48.77527777777778,,1,,,-8.5,M,7052602,1,29,4,2024,QC,,-11.5,2024,,NA,M,7052602.2024.1.29.4,,,2024-01-29T09:00:00,29,5,GASPE A,,79,ND,4,,101.2,2024-01-29 04:00:00,-11,,
-64.47972222222222,48.77527777777778,,1,,,-9.2,M,7052602,1,29,12,2024,QC,,-12.4,2024,,NA,M,7052602.2024.1.29.5,,,2024-01-29T10:00:00,29,3,GASPE A,,78,ND,5,,101.25,2024-01-29 05:00:00,-15,,
-64.47972222222222,48.77527777777778,,1,,,-9.8,M,7052602,1,29,14,2024,QC,,-13.1,2024,,NA,M,7052602.2024.1.29.6,,,2024-01-29T11:00:00,29,1,GASPE A,,77,ND,6,,101.25,2024-01-29 06:00:00,-16,,
-64.47972222222222,48.77527777777778,,1,,,-10.4,M,7052602,1,29,13,2024,QC,,-13.7,2024,,NA,M,7052602.2024.1.29.7,,,2024-01-29T12:00:00,29,1,GASPE A,,77,ND,7,,101.29,2024-01-29 07:00:00,-17,,
-64.47972222222222,48.77527777777778,,1,,,-11.1,M,7052602,1,29,13,2024,QC,,-15.1,2024,,NA,M,7052602.2024.1.29.8,,,2024-01-29T13:00:00,29,2,GASPE A,,73,ND,8,,101.39,2024-01-29 08:00:00,-18,,
-64.47972222222222,48.77527777777778,,1,,,-11.9,M,7052602,1,29,15,2024,QC,,-15.8,2024,,NA,M,7052602.2024.1.29.9,,,2024-01-29T14:00:00,29,2,GASPE A,,73,ND,9,,101.46,2024-01-29 09:00:00,-19,,
-64.47972222222222,48.77527777777778,,1,,,-12.2,M,7052602,1,29,16,2024,QC,,-16.7,2024,,NA,M,7052602.2024.1.29.10,,,2024-01-29T15:00:00,29,2,GASPE A,,70,ND,10,,101.51,2024-01-29 10:00:00,-20,,
-64.47972222222222,48.77527777777778,,1,,,-11.9,M,7052602,1,29,10,2024,QC,,-17.3,2024,,NA,M,7052602.2024.1.29.11,,,2024-01-29T16:00:00,29,2,GASPE A,,65,ND,11,,101.51,2024-01-29 11:00:00,-18,,
-64.47972222222222,48.77527777777778,,1,,,-12.4,M,7052602,1,29,19,2024,QC,,-18.4,2024,,NA,M,7052602.2024.1.29.12,,,2024-01-29T17:00:00,29,3,GASPE A,,62,ND,12,,101.52,2024-01-29 12:00:00,-21,,
-64.47972222222222,48.77527777777778,,1,,,-12.1,M,7052602,1,29,17,2024,QC,,-18.4,2024,,NA,M,7052602.2024.1.29.13,,,2024-01-29T18:00:00,29,1,GASPE A,,60,ND,13,,101.55,2024-01-29 13:00:00,-20,,
-64.47972222222222,48.77527777777778,,1,,,-12.4,M,7052602,1,29,19,2024,QC,,-18.6,2024,,NA,M,7052602.2024.1.29.14,,,2024-01-29T19:00:00,29,35,GASPE A,,60,ND,14,,101.58,2024-01-29 14:00:00,-21,,
-64.47972222222222,48.77527777777778,,1,,,-12.0,M,7052602,1,29,16,2024,QC,,-19.5,2024,,NA,M,7052602.2024.1.29.15,,,2024-01-29T20:00:00,29,34,GASPE A,,54,ND,15,,101.63,2024-01-29 15:00:00,-19,,
-64.47972222222222,48.77527777777778,,1,,,-13.1,M,7052602,1,29,7,2024,QC,,-19.7,2024,,NA,M,7052602.2024.1.29.16,,,2024-01-29T21:00:00,29,32,GASPE A,,58,ND,16,,101.68,2024-01-29 16:00:00,-18,,
-64.47972222222222,48.77527777777778,,1,,,-14.2,M,7052602,1,29,10,2024,QC,,-19.5,2024,,NA,M,7052602.2024.1.29.17,,,2024-01-29T22:00:00,29,29,GASPE A,,65,ND,17,,101.74,2024-01-29 17:00:00,-20,,
-64.47972222222222,48.77527777777778,,1,,,-15.3,M,7052602,1,29,10,2024,QC,,-18.9,2024,,NA,M,7052602.2024.1.29.18,,,2024-01-29T23:00:00,29,29,GASPE A,,74,ND,18,,101.77,2024-01-29 18:00:00,-22,,
-64.47972222222222,48.77527777777778,,1,,,-15.0,M,7052602,1,30,9,2024,QC,,-19.6,2024,,NA,M,7052602.2024.1.29.19,,,2024-01-30T00:00:00,29,29,GASPE A,,68,ND,19,,101.82,2024-01-29 19:00:00,-21,,
-64.47972222222222,48.77527777777778,,1,,,-18.7,M,7052602,1,30,10,2024,QC,,-22.5,2024,,NA,M,7052602.2024.1.29.20,,,2024-01-30T01:00:00,29,26,GASPE A,,73,ND,20,,101.83,2024-01-29 20:00:00,-26,,
-64.47972222222222,48.77527777777778,,1,,,-18.6,M,7052602,1,30,10,2024,QC,,-21.1,2024,,NA,M,7052602.2024.1.29.21,,,2024-01-30T02:00:00,29,28,GASPE A,,81,ND,21,,101.88,2024-01-29 21:00:00,-26,,
-64.47972222222222,48.77527777777778,,1,,,-22.1,M,7052602,1,30,8,2024,QC,,-24.4,2024,,NA,M,7052602.2024.1.29.22,,,2024-01-30T03:00:00,29,27,GASPE A,,82,ND,22,,101.89,2024-01-29 22:00:00,-29,,
-64.47972222222222,48.77527777777778,,1,,,-18.2,M,7052602,1,30,7,2024,QC,,-21.0,2024,,NA,M,7052602.2024.1.29.23,,,2024-01-30T04:00:00,29,32,GASPE A,,79,ND,23,,101.95,2024-01-29 23:00:00,-24,,
-64.47972222222222,48.77527777777778,,1,,,-23.4,M,7052602,1,30,5,2024,QC,,-25.9,2024,,NA,M,7052602.2024.1.30.0,,,2024-01-30T05:00:00,30,31,GASPE A,,80,ND,0,,101.98,2024-01-30 00:00:00,-28,,
-64.47972222222222,48.77527777777778,,1,,,-22.3,M,7052602,1,30,8,2024,QC,,-24.7,2024,,NA,M,7052602.2024.1.30.1,,,2024-01-30T06:00:00,30,27,GASPE A,,81,ND,1,,102.06,2024-01-30 01:00:00,-29,,
-64.47972222222222,48.77527777777778,,1,,,-22.4,M,7052602,1,30,8,2024,QC,,-25.0,2024,,NA,M,7052602.2024.1.30.2,,,2024-01-30T07:00:00,30,32,GASPE A,,80,ND,2,,102.11,2024-01-30 02:00:00,-29,,
-64.47972222222222,48.77527777777778,,1,,,-21.3,M,7052602,1,30,8,2024,QC,,-23.9,2024,,NA,M,7052602.2024.1.30.3,,,2024-01-30T08:00:00,30,26,GASPE A,,80,ND,3,,102.13,2024-01-30 03:00:00,-28,,
-64.47972222222222,48.77527777777778,,1,,,-22.5,M,7052602,1,30,3,2024,QC,,-24.8,2024,,NA,M,7052602.2024.1.30.4,,,2024-01-30T09:00:00,30,23,GASPE A,,82,ND,4,,102.13,2024-01-30 04:00:00,-25,,
-64.47972222222222,48.77527777777778,,1,,,-22.2,M,7052602,1,30,4,2024,QC,,-24.5,2024,,NA,M,7052602.2024.1.30.5,,,2024-01-30T10:00:00,30,29,GASPE A,,82,ND,5,,102.19,2024-01-30 05:00:00,-26,,
-64.47972222222222,48.77527777777778,,1,,,-22.1,M,7052602,1,30,7,2024,QC,,-24.5,2024,,NA,M,7052602.2024.1.30.6,,,2024-01-30T11:00:00,30,29,GASPE A,,81,ND,6,,102.26,2024-01-30 06:00:00,-28,,
-64.47972222222222,48.77527777777778,,1,,,-20.8,M,7052602,1,30,4,2024,QC,,-23.2,2024,,NA,M,7052602.2024.1.30.7,,,2024-01-30T12:00:00,30,33,GASPE A,,81,ND,7,,102.31,2024-01-30 07:00:00,-24,,
-64.47972222222222,48.77527777777778,,1,,,-19.6,M,7052602,1,30,5,2024,QC,,-22.0,2024,,NA,M,7052602.2024.1.30.8,,,2024-01-30T13:00:00,30,26,GASPE A,,81,ND,8,,102.34,2024-01-30 08:00:00,-24,,
-64.47972222222222,48.77527777777778,,1,,,-16.3,M,7052602,1,30,11,2024,QC,,-19.7,2024,,NA,M,7052602.2024.1.30.9,,,2024-01-30T14:00:00,30,25,GASPE A,,76,ND,9,,102.38,2024-01-30 09:00:00,-23,,
-64.47972222222222,48.77527777777778,,1,,,-12.5,M,7052602,1,30,12,2024,QC,,-17.7,2024,,NA,M,7052602.2024.1.30.10,,,2024-01-30T15:00:00,30,25,GASPE A,,65,ND,10,,102.43,2024-01-30 10:00:00,-19,,
-64.47972222222222,48.77527777777778,,1,,,-10.8,M,7052602,1,30,3,2024,QC,,-17.2,2024,,NA,M,7052602.2024.1.30.11,,,2024-01-30T16:00:00,30,21,GASPE A,,60,ND,11,,102.34,2024-01-30 11:00:00,-13,,
-64.47972222222222,48.77527777777778,,1,,,-9.8,M,7052602,1,30,5,2024,QC,,-17.4,2024,,NA,M,7052602.2024.1.30.12,,,2024-01-30T17:00:00,30,22,GASPE A,,54,ND,12,,102.27,2024-01-30 12:00:00,-13,,
-64.47972222222222,48.77527777777778,,1,,,-9.0,M,7052602,1,30,4,2024,QC,,-17.6,2024,,NA,M,7052602.2024.1.30.13,,,2024-01-30T18:00:00,30,24,GASPE A,,50,ND,13,,102.23,2024-01-30 13:00:00,-11,,
-64.47972222222222,48.77527777777778,,1,,,-8.3,M,7052602,1,30,5,2024,QC,,-17.5,2024,,NA,M,7052602.2024.1.30.14,,,2024-01-30T19:00:00,30,22,GASPE A,,48,ND,14,,102.15,2024-01-30 14:00:00,-11,,
-64.47972222222222,48.77527777777778,,1,,,-7.7,M,7052602,1,30,1,2024,QC,,-17.4,2024,,NA,M,7052602.2024.1.30.15,,,2024-01-30T20:00:00,30,19,GASPE A,,46,ND,15,,102.11,2024-01-30 15:00:00,-8,,
-64.47972222222222,48.77527777777778,,1,,,-10.2,M,7052602,1,30,9,2024,QC,,-17.0,2024,,NA,M,7052602.2024.1.30.16,,,2024-01-30T21:00:00,30,10,GASPE A,,58,ND,16,,102.07,2024-01-30 16:00:00,-15,,
-64.47972222222222,48.77527777777778,,1,,,-11.3,M,7052602,1,30,8,2024,QC,,-16.8,2024,,NA,M,7052602.2024.1.30.17,,,2024-01-30T22:00:00,30,8,GASPE A,,64,ND,17,,102.03,2024-01-30 17:00:00,-16,,
-64.47972222222222,48.77527777777778,,1,,,-16.7,M,7052602,1,30,3,2024,QC,,-19.5,2024,,NA,M,7052602.2024.1.30.18,,,2024-01-30T23:00:00,30,25,GASPE A,,79,ND,18,,102.01,2024-01-30 18:00:00,-19,,
-64.47972222222222,48.77527777777778,,1,,,-19.7,M,7052602,1,31,7,2024,QC,,-22.1,2024,,NA,M,7052602.2024.1.30.19,,,2024-01-31T00:00:00,30,26,GASPE A,,81,ND,19,,101.99,2024-01-30 19:00:00,-25,,
-64.47972222222222,48.77527777777778,,1,,,-18.6,M,7052602,1,31,6,2024,QC,,-20.6,2024,,NA,M,7052602.2024.1.30.20,,,2024-01-31T01:00:00,30,29,GASPE A,,84,ND,20,,101.95,2024-01-30 20:00:00,-23,,
-64.47972222222222,48.77527777777778,,1,,,-19.9,M,7052602,1,31,5,2024,QC,,-21.8,2024,,NA,M,7052602.2024.1.30.21,,,2024-01-31T02:00:00,30,25,GASPE A,,86,ND,21,,101.92,2024-01-30 21:00:00,-24,,
-64.47972222222222,48.77527777777778,,1,,,-21.3,M,7052602,1,31,4,2024,QC,,-23.4,2024,,NA,M,7052602.2024.1.30.22,,,2024-01-31T03:00:00,30,28,GASPE A,,83,ND,22,,101.84,2024-01-30 22:00:00,-25,,
-64.47972222222222,48.77527777777778,,1,,,-22.4,M,7052602,1,31,5,2024,QC,,-24.7,2024,,NA,M,7052602.2024.1.30.23,,,2024-01-31T04:00:00,30,26,GASPE A,,82,ND,23,,101.76,2024-01-30 23:00:00,-27,,
-64.47972222222222,48.77527777777778,,1,,,-22.3,M,7052602,1,31,7,2024,QC,,-24.6,2024,,NA,M,7052602.2024.1.31.0,,,2024-01-31T05:00:00,31,28,GASPE A,,82,ND,0,,101.72,2024-01-31 00:00:00,-28,,
-64.47972222222222,48.77527777777778,,1,,,-23.1,M,7052602,1,31,3,2024,QC,,-25.4,2024,,NA,M,7052602.2024.1.31.1,,,2024-01-31T06:00:00,31,25,GASPE A,,82,ND,1,,101.68,2024-01-31 01:00:00,-26,,
-64.47972222222222,48.77527777777778,,1,,,-22.7,M,7052602,1,31,5,2024,QC,,-25.0,2024,,NA,M,7052602.2024.1.31.2,,,2024-01-31T07:00:00,31,25,GASPE A,,82,ND,2,,101.63,2024-01-31 02:00:00,-27,,
-64.47972222222222,48.77527777777778,,1,,,-22.6,M,7052602,1,31,1,2024,QC,,-24.9,2024,,NA,M,7052602.2024.1.31.3,,,2024-01-31T08:00:00,31,4,GASPE A,,82,ND,3,,101.54,2024-01-31 03:00:00,-24,,
-64.47972222222222,48.77527777777778,,1,,,-23.6,M,7052602,1,31,2,2024,QC,,-26.1,2024,,NA,M,7052602.2024.1.31.4,,,2024-01-31T09:00:00,31,30,GASPE A,,80,ND,4,,101.47,2024-01-31 04:00:00,-26,,
-64.47972222222222,48.77527777777778,,1,,,-25.6,M,7052602,1,31,4,2024,QC,,-28.5,2024,,NA,M,7052602.2024.1.31.5,,,2024-01-31T10:00:00,31,23,GASPE A,,78,ND,5,,101.4,2024-01-31 05:00:00,-30,,
-64.47972222222222,48.77527777777778,,1,,,-24.0,M,7052602,1,31,4,2024,QC,,-26.4,2024,,NA,M,7052602.2024.1.31.6,,,2024-01-31T11:00:00,31,29,GASPE A,,81,ND,6,,101.34,2024-01-31 06:00:00,-28,,
-64.47972222222222,48.77527777777778,,1,,,-24.9,M,7052602,1,31,7,2024,QC,,-27.6,2024,,NA,M,7052602.2024.1.31.7,,,2024-01-31T12:00:00,31,30,GASPE A,,79,ND,7,,101.27,2024-01-31 07:00:00,-31,,
-64.47972222222222,48.77527777777778,,1,,,-19.6,M,7052602,1,31,3,2024,QC,,-22.4,2024,,NA,M,7052602.2024.1.31.8,,,2024-01-31T13:00:00,31,28,GASPE A,,79,ND,8,,101.2,2024-01-31 08:00:00,-22,,
-64.47972222222222,48.77527777777778,,1,,,-16.8,M,7052602,1,31,6,2024,QC,,-21.1,2024,,NA,M,7052602.2024.1.31.9,,,2024-01-31T14:00:00,31,10,GASPE A,,69,ND,9,,101.05,2024-01-31 09:00:00,-21,,
