x,y,DEW_POINT_TEMP,WEATHER_FRE_DESC,PROVINCE_CODE,STATION_NAME,UTC_YEAR,WIND_DIRECTION,UTC_DAY,LOCAL_MONTH,STATION_PRESSURE,HUMIDEX_FLAG,VISIBILITY_FLAG,WIND_DIRECTION_FLAG,PRECIP_AMOUNT,PRECIP_AMOUNT_FLAG,LOCAL_HOUR,WINDCHILL_FLAG,HUMIDEX,WEATHER_ENG_DESC,TEMP_FLAG,TEMP,WIND_SPEED,UTC_DATE,LOCAL_DATE,LOCAL_YEAR,RELATIVE_HUMIDITY_FLAG,ID,STATION_PRESSURE_FLAG,VISIBILITY,WINDCHILL,CLIMATE_IDENTIFIER,LOCAL_DAY,WIND_SPEED_FLAG,DEW_POINT_TEMP_FLAG,UTC_MONTH,RELATIVE_HUMIDITY
-72.68055555555556,46.35166666666667,-5.0,ND,QC,TROIS RIVIERES A,2024,,15,4,100.1,,,M,0,,10,,,NA,,10.6,9,2024-04-15T15:00:00,2024-04-15 10:00:00,2024,,7018561.2024.4.15.10,,16.1,,7018561,15,,,4,33
-72.68055555555556,46.35166666666667,0.5,ND,QC,TROIS RIVIERES A,2024,,15,4,100.09,,,M,0,,11,,,NA,,10.3,5,2024-04-15T16:00:00,2024-04-15 11:00:00,2024,,7018561.2024.4.15.11,,16.1,,7018561,15,,,4,51
-72.68055555555556,46.35166666666667,-5.6,ND,QC,TROIS RIVIERES A,2024,30,15,4,100.09,,,,0,,12,,,NA,,12.4,13,2024-04-15T17:00:00,2024-04-15 12:00:00,2024,,7018561.2024.4.15.12,,16.1,,7018561,15,,,4,28
-72.68055555555556,46.35166666666667,-5.4,ND,QC,TROIS RIVIERES A,2024,31,15,4,100.09,,,,0,,13,,,NA,,13.1,15,2024-04-15T18:00:00,2024-04-15 13:00:00,2024,,7018561.2024.4.15.13,,16.1,,7018561,15,,,4,27
-72.68055555555556,46.35166666666667,-3.8,ND,QC,TROIS RIVIERES A,2024,23,15,4,100.11,,,,0,,14,,,NA,,13.0,18,2024-04-15T19:00:00,2024-04-15 14:00:00,2024,,7018561.2024.4.15.14,,16.1,,7018561,15,,,4,31
-72.68055555555556,46.35166666666667,-3.5,ND,QC,TROIS RIVIERES A,2024,28,15,4,100.15,,,,0,,15,,,NA,,12.3,17,2024-04-15T20:00:00,2024-04-15 15:00:00,2024,,7018561.2024.4.15.15,,16.1,,7018561,15,,,4,33
-72.68055555555556,46.35166666666667,-2.4,ND,QC,TROIS RIVIERES A,2024,26,15,4,100.17,,,,0,,16,,,NA,,13.1,9,2024-04-15T21:00:00,2024-04-15 16:00:00,2024,,7018561.2024.4.15.16,,16.1,,7018561,15,,,4,34
-72.68055555555556,46.35166666666667,-3.2,ND,QC,TROIS RIVIERES A,2024,25,15,4,100.21,,,,0,,17,,,NA,,12.6,11,2024-04-15T22:00:00,2024-04-15 17:00:00,2024,,7018561.2024.4.15.17,,16.1,,7018561,15,,,4,33
-72.68055555555556,46.35166666666667,-2.0,ND,QC,TROIS RIVIERES A,2024,23,15,4,100.22,,,,0,,18,,,NA,,12.0,15,2024-04-15T23:00:00,2024-04-15 18:00:00,2024,,7018561.2024.4.15.18,,16.1,,7018561,15,,,4,38
-72.68055555555556,46.35166666666667,1.4,ND,QC,TROIS RIVIERES A,2024,20,16,4,100.25,,,,0,,19,,,NA,,8.9,9,2024-04-16T00:00:00,2024-04-15 19:00:00,2024,,7018561.2024.4.15.19,,16.1,,7018561,15,,,4,59
-72.68055555555556,46.35166666666667,0.6,ND,QC,TROIS RIVIERES A,2024,23,16,4,100.33,,,,0,,20,,,NA,,10.3,13,2024-04-16T01:00:00,2024-04-15 20:00:00,2024,,7018561.2024.4.15.20,,16.1,,7018561,15,,,4,51
-72.68055555555556,46.35166666666667,1.6,ND,QC,TROIS RIVIERES A,2024,23,16,4,100.38,,,,0,,21,,,NA,,9.5,13,2024-04-16T02:00:00,2024-04-15 21:00:00,2024,,7018561.2024.4.15.21,,16.1,,7018561,15,,,4,58
-72.68055555555556,46.35166666666667,4.1,ND,QC,TROIS RIVIERES A,2024,25,16,4,100.41,,,,0.2,,22,,,NA,,7.1,5,2024-04-16T03:00:00,2024-04-15 22:00:00,2024,,7018561.2024.4.15.22,,16.1,,7018561,15,,,4,81
-72.68055555555556,46.35166666666667,3.4,ND,QC,TROIS RIVIERES A,2024,30,16,4,100.51,,,,0,,23,,,NA,,7.5,9,2024-04-16T04:00:00,2024-04-15 23:00:00,2024,,7018561.2024.4.15.23,,16.1,,7018561,15,,,4,75
-72.68055555555556,46.35166666666667,2.4,ND,QC,TROIS RIVIERES A,2024,31,16,4,100.58,,,,0,,0,,,NA,,6.3,8,2024-04-16T05:00:00,2024-04-16 00:00:00,2024,,7018561.2024.4.16.0,,16.1,,7018561,16,,,4,76
-72.68055555555556,46.35166666666667,1.7,ND,QC,TROIS RIVIERES A,2024,27,16,4,100.63,,,,0,,1,,,NA,,5.1,5,2024-04-16T06:00:00,2024-04-16 01:00:00,2024,,7018561.2024.4.16.1,,16.1,,7018561,16,,,4,79
-72.68055555555556,46.35166666666667,1.4,ND,QC,TROIS RIVIERES A,2024,28,16,4,100.69,,,,0,,2,,,NA,,4.5,9,2024-04-16T07:00:00,2024-04-16 02:00:00,2024,,7018561.2024.4.16.2,,16.1,,7018561,16,,,4,80
-72.68055555555556,46.35166666666667,0.3,ND,QC,TROIS RIVIERES A,2024,28,16,4,100.75,,,,0,,3,,,NA,,4.1,11,2024-04-16T08:00:00,2024-04-16 03:00:00,2024,,7018561.2024.4.16.3,,16.1,,7018561,16,,,4,76
-72.68055555555556,46.35166666666667,-0.3,ND,QC,TROIS RIVIERES A,2024,33,16,4,100.85,,,,0,,4,,,NA,,3.3,5,2024-04-16T09:00:00,2024-04-16 04:00:00,2024,,7018561.2024.4.16.4,,16.1,,7018561,16,,,4,77
-72.68055555555556,46.35166666666667,-2.5,ND,QC,TROIS RIVIERES A,2024,30,16,4,100.98,,,,0,,5,,,NA,,2.2,8,2024-04-16T10:00:00,2024-04-16 05:00:00,2024,,7018561.2024.4.16.5,,16.1,,7018561,16,,,4,71
-72.68055555555556,46.35166666666667,-4.0,ND,QC,TROIS RIVIERES A,2024,34,16,4,101.05,,,,0,,6,,,NA,,2.4,15,2024-04-16T11:00:00,2024-04-16 06:00:00,2024,,7018561.2024.4.16.6,,16.1,,7018561,16,,,4,63
-72.68055555555556,46.35166666666667,-3.3,ND,QC,TROIS RIVIERES A,2024,33,16,4,101.15,,,,0,,7,,,NA,,3.6,11,2024-04-16T12:00:00,2024-04-16 07:00:00,2024,,7018561.2024.4.16.7,,16.1,,7018561,16,,,4,61
-72.68055555555556,46.35166666666667,-3.1,ND,QC,TROIS RIVIERES A,2024,30,16,4,101.19,,,,0,,8,,,NA,,4.0,15,2024-04-16T13:00:00,2024-04-16 08:00:00,2024,,7018561.2024.4.16.8,,16.1,,7018561,16,,,4,60
-72.68055555555556,46.35166666666667,-3.1,ND,QC,TROIS RIVIERES A,2024,30,16,4,101.23,,,,0,,9,,,NA,,3.9,13,2024-04-16T14:00:00,2024-04-16 09:00:00,2024,,7018561.2024.4.16.9,,16.1,,7018561,16,,,4,60
-72.68055555555556,46.35166666666667,-3.4,ND,QC,TROIS RIVIERES A,2024,27,16,4,101.24,,,,0,,10,,,NA,,4.6,15,2024-04-16T15:00:00,2024-04-16 10:00:00,2024,,7018561.2024.4.16.10,,16.1,,7018561,16,,,4,56
-72.68055555555556,46.35166666666667,-2.9,ND,QC,TROIS RIVIERES A,2024,30,16,4,101.23,,,,0,,11,,,NA,,5.4,13,2024-04-16T16:00:00,2024-04-16 11:00:00,2024,,7018561.2024.4.16.11,,16.1,,7018561,16,,,4,55
-72.68055555555556,46.35166666666667,-3.6,ND,QC,TROIS RIVIERES A,2024,33,16,4,101.31,,,,0,,12,,,NA,,6.3,17,2024-04-16T17:00:00,2024-04-16 12:00:00,2024,,7018561.2024.4.16.12,,16.1,,7018561,16,,,4,49
-72.68055555555556,46.35166666666667,-3.6,ND,QC,TROIS RIVIERES A,2024,33,16,4,101.38,,,,0,,13,,,NA,,5.7,9,2024-04-16T18:00:00,2024-04-16 13:00:00,2024,,7018561.2024.4.16.13,,16.1,,7018561,16,,,4,51
-72.68055555555556,46.35166666666667,-3.8,ND,QC,TROIS RIVIERES A,2024,31,16,4,101.44,,,,0,,14,,,NA,,5.7,18,2024-04-16T19:00:00,2024-04-16 14:00:00,2024,,7018561.2024.4.16.14,,16.1,,7018561,16,,,4,51
-72.68055555555556,46.35166666666667,-4.3,ND,QC,TROIS RIVIERES A,2024,30,16,4,101.48,,,,0,,15,,,NA,,5.7,13,2024-04-16T20:00:00,2024-04-16 15:00:00,2024,,7018561.2024.4.16.15,,16.1,,7018561,16,,,4,49
-72.68055555555556,46.35166666666667,-4.4,ND,QC,TROIS RIVIERES A,2024,36,16,4,101.52,,,,0,,16,,,NA,,5.9,15,2024-04-16T21:00:00,2024-04-16 16:00:00,2024,,7018561.2024.4.16.16,,16.1,,7018561,16,,,4,48
-72.68055555555556,46.35166666666667,-4.6,ND,QC,TROIS RIVIERES A,2024,34,16,4,101.54,,,,0,,17,,,NA,,5.9,17,2024-04-16T22:00:00,2024-04-16 17:00:00,2024,,7018561.2024.4.16.17,,16.1,,7018561,16,,,4,47
-72.68055555555556,46.35166666666667,-3.6,ND,QC,TROIS RIVIERES A,2024,35,16,4,101.58,,,,0,,18,,,NA,,5.5,15,2024-04-16T23:00:00,2024-04-16 18:00:00,2024,,7018561.2024.4.16.18,,16.1,,7018561,16,,,4,52
-72.68055555555556,46.35166666666667,-3.9,ND,QC,TROIS RIVIERES A,2024,36,17,4,101.65,,,,0,,19,,,NA,,4.9,13,2024-04-17T00:00:00,2024-04-16 19:00:00,2024,,7018561.2024.4.16.19,,16.1,,7018561,16,,,4,53
-72.68055555555556,46.35166666666667,-4.8,ND,QC,TROIS RIVIERES A,2024,36,17,4,101.72,,,,0,,20,,,NA,,4.5,13,2024-04-17T01:00:00,2024-04-16 20:00:00,2024,,7018561.2024.4.16.20,,16.1,,7018561,16,,,4,51
-72.68055555555556,46.35166666666667,-5.0,ND,QC,TROIS RIVIERES A,2024,36,17,4,101.76,,,,0,,21,,,NA,,4.0,8,2024-04-17T02:00:00,2024-04-16 21:00:00,2024,,7018561.2024.4.16.21,,16.1,,7018561,16,,,4,52
-72.68055555555556,46.35166666666667,-5.4,ND,QC,TROIS RIVIERES A,2024,33,17,4,101.74,,,,0,,22,,,NA,,3.3,8,2024-04-17T03:00:00,2024-04-16 22:00:00,2024,,7018561.2024.4.16.22,,16.1,,7018561,16,,,4,53
-72.68055555555556,46.35166666666667,-5.4,ND,QC,TROIS RIVIERES A,2024,36,17,4,101.74,,,,0,,23,,,NA,,3.1,15,2024-04-17T04:00:00,2024-04-16 23:00:00,2024,,7018561.2024.4.16.23,,16.1,,7018561,16,,,4,54
-72.68055555555556,46.35166666666667,-5.4,ND,QC,TROIS RIVIERES A,2024,33,17,4,101.78,,,,0,,0,,,NA,,2.8,8,2024-04-17T05:00:00,2024-04-17 00:00:00,2024,,7018561.2024.4.17.0,,16.1,,7018561,17,,,4,55
-72.68055555555556,46.35166666666667,-5.3,ND,QC,TROIS RIVIERES A,2024,34,17,4,101.8,,,,0,,1,,,NA,,2.5,5,2024-04-17T06:00:00,2024-04-17 01:00:00,2024,,7018561.2024.4.17.1,,16.1,,7018561,17,,,4,57
-72.68055555555556,46.35166666666667,-4.7,ND,QC,TROIS RIVIERES A,2024,36,17,4,101.76,,,,0,,2,,,NA,,2.1,5,2024-04-17T07:00:00,2024-04-17 02:00:00,2024,,7018561.2024.4.17.2,,16.1,,7018561,17,,,4,61
-72.68055555555556,46.35166666666667,-5.2,ND,QC,TROIS RIVIERES A,2024,3,17,4,101.78,,,,0,,3,,,NA,,1.8,5,2024-04-17T08:00:00,2024-04-17 03:00:00,2024,,7018561.2024.4.17.3,,16.1,,7018561,17,,,4,60
-72.68055555555556,46.35166666666667,-4.8,ND,QC,TROIS RIVIERES A,2024,36,17,4,101.78,,,,0,,4,,,NA,,1.7,9,2024-04-17T09:00:00,2024-04-17 04:00:00,2024,,7018561.2024.4.17.4,,16.1,,7018561,17,,,4,62
-72.68055555555556,46.35166666666667,-4.9,ND,QC,TROIS RIVIERES A,2024,36,17,4,101.83,,,,0,,5,,,NA,,1.6,8,2024-04-17T10:00:00,2024-04-17 05:00:00,2024,,7018561.2024.4.17.5,,16.1,,7018561,17,,,4,62
-72.68055555555556,46.35166666666667,-4.7,ND,QC,TROIS RIVIERES A,2024,36,17,4,101.87,,,,0,,6,,,NA,,1.9,11,2024-04-17T11:00:00,2024-04-17 06:00:00,2024,,7018561.2024.4.17.6,,16.1,,7018561,17,,,4,62
-72.68055555555556,46.35166666666667,-4.5,ND,QC,TROIS RIVIERES A,2024,2,17,4,101.89,,,,0,,7,,,NA,,2.3,13,2024-04-17T12:00:00,2024-04-17 07:00:00,2024,,7018561.2024.4.17.7,,16.1,,7018561,17,,,4,61
-72.68055555555556,46.35166666666667,-4.6,ND,QC,TROIS RIVIERES A,2024,4,17,4,101.89,,,,0,,8,,,NA,,3.2,15,2024-04-17T13:00:00,2024-04-17 08:00:00,2024,,7018561.2024.4.17.8,,16.1,,7018561,17,,,4,57
-72.68055555555556,46.35166666666667,-5.1,ND,QC,TROIS RIVIERES A,2024,2,17,4,101.86,,,,0,,9,,,NA,,3.5,15,2024-04-17T14:00:00,2024-04-17 09:00:00,2024,,7018561.2024.4.17.9,,16.1,,7018561,17,,,4,54
-72.68055555555556,46.35166666666667,-4.1,ND,QC,TROIS RIVIERES A,2024,4,17,4,101.83,,,,0,,10,,,NA,,4.9,15,2024-04-17T15:00:00,2024-04-17 10:00:00,2024,,7018561.2024.4.17.10,,16.1,,7018561,17,,,4,52
-72.68055555555556,46.35166666666667,-2.6,ND,QC,TROIS RIVIERES A,2024,4,17,4,101.73,,,,0,,11,,,NA,,6.3,22,2024-04-17T16:00:00,2024-04-17 11:00:00,2024,,7018561.2024.4.17.11,,16.1,,7018561,17,,,4,53
-72.68055555555556,46.35166666666667,-2.8,ND,QC,TROIS RIVIERES A,2024,1,17,4,101.67,,,,0,,12,,,NA,,7.0,9,2024-04-17T17:00:00,2024-04-17 12:00:00,2024,,7018561.2024.4.17.12,,16.1,,7018561,17,,,4,50
-72.68055555555556,46.35166666666667,-3.1,ND,QC,TROIS RIVIERES A,2024,4,17,4,101.61,,,,0,,13,,,NA,,8.1,13,2024-04-17T18:00:00,2024-04-17 13:00:00,2024,,7018561.2024.4.17.13,,16.1,,7018561,17,,,4,45
-72.68055555555556,46.35166666666667,-1.2,ND,QC,TROIS RIVIERES A,2024,,17,4,101.53,,,M,0,,14,,,NA,,9.4,18,2024-04-17T19:00:00,2024-04-17 14:00:00,2024,,7018561.2024.4.17.14,,16.1,,7018561,17,,,4,48
-72.68055555555556,46.35166666666667,-2.2,ND,QC,TROIS RIVIERES A,2024,,17,4,101.47,,,M,0,,15,,,NA,,9.8,13,2024-04-17T20:00:00,2024-04-17 15:00:00,2024,,7018561.2024.4.17.15,,16.1,,7018561,17,,,4,43
-72.68055555555556,46.35166666666667,-1.8,ND,QC,TROIS RIVIERES A,2024,6,17,4,101.44,,,,0,,16,,,NA,,9.6,13,2024-04-17T21:00:00,2024-04-17 16:00:00,2024,,7018561.2024.4.17.16,,16.1,,7018561,17,,,4,45
-72.68055555555556,46.35166666666667,-3.1,ND,QC,TROIS RIVIERES A,2024,10,17,4,101.4,,,,0,,17,,,NA,,9.0,17,2024-04-17T22:00:00,2024-04-17 17:00:00,2024,,7018561.2024.4.17.17,,16.1,,7018561,17,,,4,42
-72.68055555555556,46.35166666666667,-2.8,ND,QC,TROIS RIVIERES A,2024,8,17,4,101.39,,,,0,,18,,,NA,,8.6,13,2024-04-17T23:00:00,2024-04-17 18:00:00,2024,,7018561.2024.4.17.18,,16.1,,7018561,17,,,4,45
-72.68055555555556,46.35166666666667,-2.2,ND,QC,TROIS RIVIERES A,2024,8,18,4,101.4,,,,0,,19,,,NA,,7.6,5,2024-04-18T00:00:00,2024-04-17 19:00:00,2024,,7018561.2024.4.17.19,,16.1,,7018561,17,,,4,50
-72.68055555555556,46.35166666666667,-2.0,ND,QC,TROIS RIVIERES A,2024,9,18,4,101.49,,,,0,,20,,,NA,,5.8,9,2024-04-18T01:00:00,2024-04-17 20:00:00,2024,,7018561.2024.4.17.20,,16.1,,7018561,17,,,4,57
-72.68055555555556,46.35166666666667,-2.4,ND,QC,TROIS RIVIERES A,2024,8,18,4,101.55,,,,0,,21,,,NA,,6.4,11,2024-04-18T02:00:00,2024-04-17 21:00:00,2024,,7018561.2024.4.17.21,,16.1,,7018561,17,,,4,53
-72.68055555555556,46.35166666666667,-1.7,ND,QC,TROIS RIVIERES A,2024,3,18,4,101.54,,,,0,,22,,,NA,,4.1,8,2024-04-18T03:00:00,2024-04-17 22:00:00,2024,,7018561.2024.4.17.22,,16.1,,7018561,17,,,4,66
-72.68055555555556,46.35166666666667,-2.2,ND,QC,TROIS RIVIERES A,2024,5,18,4,101.53,,,,0,,23,,,NA,,2.8,9,2024-04-18T04:00:00,2024-04-17 23:00:00,2024,,7018561.2024.4.17.23,,16.1,,7018561,17,,,4,70
-72.68055555555556,46.35166666666667,-2.6,ND,QC,TROIS RIVIERES A,2024,4,18,4,101.52,,,,0,,0,,,NA,,2.1,11,2024-04-18T05:00:00,2024-04-18 00:00:00,2024,,7018561.2024.4.18.0,,16.1,,7018561,18,,,4,71
