x,y,WIND_SPEED,LOCAL_DATE,ID,PROVINCE_CODE,LOCAL_HOUR,VISIBILITY,PRECIP_AMOUNT,WEATHER_FRE_DESC,WIND_DIRECTION_FLAG,RELATIVE_HUMIDITY,WINDCHILL_FLAG,HUMIDEX_FLAG,LOCAL_MONTH,DEW_POINT_TEMP,RELATIVE_HUMIDITY_FLAG,VISIBILITY_FLAG,DEW_POINT_TEMP_FLAG,STATION_NAME,UTC_DATE,STATION_PRESSURE,STATION_PRESSURE_FLAG,TEMP_FLAG,WEATHER_ENG_DESC,HUMIDEX,PRECIP_AMOUNT_FLAG,UTC_DAY,LOCAL_YEAR,LOCAL_DAY,UTC_MONTH,TEMP,WIND_DIRECTION,WIND_SPEED_FLAG,WINDCHILL,CLIMATE_IDENTIFIER,UTC_YEAR
-61.778055555555554,47.425,16,2024-06-21 19:00:00,7053250.2024.6.21.19,QC,19,32.2,,ND,,65,,,6,9.6,,,,ILES DE LA MADELEINE A,2024-06-21T23:00:00,101.65,,,NA,,,21,2024,21,6,16.2,29,,,7053250,2024
-61.778055555555554,47.425,14,2024-06-21 20:00:00,7053250.2024.6.21.20,QC,20,32.2,,Dégagé,,63,,,6,8.6,,,,ILES DE LA MADELEINE A,2024-06-22T00:00:00,101.64,,,Clear,,,22,2024,21,6,15.4,28,,,7053250,2024
-61.778055555555554,47.425,15,2024-06-21 21:00:00,7053250.2024.6.21.21,QC,21,24.1,,ND,,62,,,6,7.0,,,,ILES DE LA MADELEINE A,2024-06-22T01:00:00,101.68,,,NA,,,22,2024,21,6,14.1,24,,,7053250,2024
-61.778055555555554,47.425,13,2024-06-21 22:00:00,7053250.2024.6.21.22,QC,22,24.1,,ND,,71,,,6,8.2,,,,ILES DE LA MADELEINE A,2024-06-22T02:00:00,101.65,,,NA,,,22,2024,21,6,13.2,24,,,7053250,2024
-61.778055555555554,47.425,21,2024-06-22 03:00:00,7053250.2024.6.22.3,QC,3,24.1,,ND,,74,,,6,10.3,,,,ILES DE LA MADELEINE A,2024-06-22T07:00:00,101.59,,,NA,,,22,2024,22,6,14.8,23,,,7053250,2024
-61.778055555555554,47.425,19,2024-06-22 05:00:00,7053250.2024.6.22.5,QC,5,32.2,,Généralement dégagé,,69,,,6,10.1,,,,ILES DE LA MADELEINE A,2024-06-22T09:00:00,101.54,,,Mainly Clear,,,22,2024,22,6,15.6,22,,,7053250,2024
-61.778055555555554,47.425,18,2024-06-22 06:00:00,7053250.2024.6.22.6,QC,6,32.2,,ND,,75,,,6,11.9,,,,ILES DE LA MADELEINE A,2024-06-22T10:00:00,101.52,,,NA,,,22,2024,22,6,16.4,21,,,7053250,2024
-61.778055555555554,47.425,17,2024-06-22 07:00:00,7053250.2024.6.22.7,QC,7,32.2,,ND,,75,,,6,13.0,,,,ILES DE LA MADELEINE A,2024-06-22T11:00:00,101.53,,,NA,,,22,2024,22,6,17.4,23,,,7053250,2024
-61.778055555555554,47.425,15,2024-06-22 08:00:00,7053250.2024.6.22.8,QC,8,32.2,,Généralement dégagé,,57,,,6,11.6,,,,ILES DE LA MADELEINE A,2024-06-22T12:00:00,101.53,,,Mainly Clear,,,22,2024,22,6,20.3,23,,,7053250,2024
-61.778055555555554,47.425,25,2024-06-22 09:00:00,7053250.2024.6.22.9,QC,9,32.2,,ND,,47,,,6,10.0,,,,ILES DE LA MADELEINE A,2024-06-22T13:00:00,101.5,,,NA,,,22,2024,22,6,21.6,26,,,7053250,2024
-61.778055555555554,47.425,25,2024-06-22 10:00:00,7053250.2024.6.22.10,QC,10,32.2,,ND,,47,,,6,10.0,,,,ILES DE LA MADELEINE A,2024-06-22T14:00:00,101.47,,,NA,,,22,2024,22,6,21.5,26,,,7053250,2024
-61.778055555555554,47.425,28,2024-06-22 11:00:00,7053250.2024.6.22.11,QC,11,32.2,,Généralement dégagé,,40,,,6,9.0,,,,ILES DE LA MADELEINE A,2024-06-22T15:00:00,101.45,,,Mainly Clear,,,22,2024,22,6,23.3,26,,,7053250,2024
-61.778055555555554,47.425,26,2024-06-22 12:00:00,7053250.2024.6.22.12,QC,12,32.2,,ND,,62,,,6,12.4,,,,ILES DE LA MADELEINE A,2024-06-22T16:00:00,101.47,,,NA,,,22,2024,22,6,19.9,28,,,7053250,2024
-61.778055555555554,47.425,22,2024-06-22 13:00:00,7053250.2024.6.22.13,QC,13,32.2,,ND,,64,,,6,13.5,,,,ILES DE LA MADELEINE A,2024-06-22T17:00:00,101.43,,,NA,,,22,2024,22,6,20.4,28,,,7053250,2024
-61.778055555555554,47.425,21,2024-06-22 14:00:00,7053250.2024.6.22.14,QC,14,32.2,,Généralement dégagé,,63,,,6,12.6,,,,ILES DE LA MADELEINE A,2024-06-22T18:00:00,101.42,,,Mainly Clear,,,22,2024,22,6,19.7,29,,,7053250,2024
-61.778055555555554,47.425,18,2024-06-22 15:00:00,7053250.2024.6.22.15,QC,15,32.2,,ND,,60,,,6,11.8,,,,ILES DE LA MADELEINE A,2024-06-22T19:00:00,101.38,,,NA,,,22,2024,22,6,19.8,27,,,7053250,2024
-61.778055555555554,47.425,10,2024-06-22 16:00:00,7053250.2024.6.22.16,QC,16,32.2,,ND,,55,,,6,11.9,,,,ILES DE LA MADELEINE A,2024-06-22T20:00:00,101.34,,,NA,,,22,2024,22,6,21.1,29,,,7053250,2024
-61.778055555555554,47.425,13,2024-06-22 17:00:00,7053250.2024.6.22.17,QC,17,32.2,,Généralement dégagé,,55,,,6,11.6,,,,ILES DE LA MADELEINE A,2024-06-22T21:00:00,101.32,,,Mainly Clear,,,22,2024,22,6,20.8,32,,,7053250,2024
-61.778055555555554,47.425,3,2024-06-22 18:00:00,7053250.2024.6.22.18,QC,18,32.2,,ND,,61,,,6,11.7,,,,ILES DE LA MADELEINE A,2024-06-22T22:00:00,101.31,,,NA,,,22,2024,22,6,19.3,36,,,7053250,2024
-61.778055555555554,47.425,3,2024-06-22 19:00:00,7053250.2024.6.22.19,QC,19,32.2,,ND,,70,,,6,12.8,,,,ILES DE LA MADELEINE A,2024-06-22T23:00:00,101.32,,,NA,,,22,2024,22,6,18.4,11,,,7053250,2024
-61.778055555555554,47.425,7,2024-06-22 20:00:00,7053250.2024.6.22.20,QC,20,32.2,,Généralement dégagé,,80,,,6,12.5,,,,ILES DE LA MADELEINE A,2024-06-23T00:00:00,101.3,,,Mainly Clear,,,23,2024,22,6,16.0,15,,,7053250,2024
-61.778055555555554,47.425,13,2024-06-22 21:00:00,7053250.2024.6.22.21,QC,21,24.1,,ND,,73,,,6,12.1,,,,ILES DE LA MADELEINE A,2024-06-23T01:00:00,101.28,,,NA,,,23,2024,22,6,17.0,19,,,7053250,2024
-61.778055555555554,47.425,19,2024-06-22 22:00:00,7053250.2024.6.22.22,QC,22,24.1,,ND,,71,,,6,11.7,,,,ILES DE LA MADELEINE A,2024-06-23T02:00:00,101.28,,,NA,,,23,2024,22,6,16.9,20,,,7053250,2024
-61.778055555555554,47.425,17,2024-06-23 05:00:00,7053250.2024.6.23.5,QC,5,32.2,,Généralement dégagé,,79,,,6,13.0,,,,ILES DE LA MADELEINE A,2024-06-23T09:00:00,101.16,,,Mainly Clear,,,23,2024,23,6,16.6,22,,,7053250,2024
-61.778055555555554,47.425,25,2024-06-23 06:00:00,7053250.2024.6.23.6,QC,6,32.2,,ND,,77,,,6,13.2,,,,ILES DE LA MADELEINE A,2024-06-23T10:00:00,101.18,,,NA,,,23,2024,23,6,17.2,23,,,7053250,2024
-61.778055555555554,47.425,18,2024-06-23 07:00:00,7053250.2024.6.23.7,QC,7,32.2,,ND,,74,,,6,13.9,,,,ILES DE LA MADELEINE A,2024-06-23T11:00:00,101.18,,,NA,,,23,2024,23,6,18.5,22,,,7053250,2024
-61.778055555555554,47.425,23,2024-06-23 08:00:00,7053250.2024.6.23.8,QC,8,32.2,,Généralement nuageux,,71,,,6,14.2,,,,ILES DE LA MADELEINE A,2024-06-23T12:00:00,101.16,,,Mostly Cloudy,,,23,2024,23,6,19.4,22,,,7053250,2024
-61.778055555555554,47.425,18,2024-06-23 09:00:00,7053250.2024.6.23.9,QC,9,32.2,,ND,,75,,,6,14.6,,,,ILES DE LA MADELEINE A,2024-06-23T13:00:00,101.12,,,NA,,,23,2024,23,6,19.1,21,,,7053250,2024
-61.778055555555554,47.425,23,2024-06-23 10:00:00,7053250.2024.6.23.10,QC,10,32.2,,ND,,80,,,6,14.6,,,,ILES DE LA MADELEINE A,2024-06-23T14:00:00,101.1,,,NA,,,23,2024,23,6,18.0,21,,,7053250,2024
-61.778055555555554,47.425,24,2024-06-23 11:00:00,7053250.2024.6.23.11,QC,11,32.2,,Généralement nuageux,,77,,,6,14.7,,,,ILES DE LA MADELEINE A,2024-06-23T15:00:00,101.07,,,Mostly Cloudy,,,23,2024,23,6,18.7,21,,,7053250,2024
-61.778055555555554,47.425,22,2024-06-23 12:00:00,7053250.2024.6.23.12,QC,12,24.1,,ND,,78,,,6,14.6,,,,ILES DE LA MADELEINE A,2024-06-23T16:00:00,101.03,,,NA,,,23,2024,23,6,18.4,20,,,7053250,2024
-61.778055555555554,47.425,23,2024-06-23 13:00:00,7053250.2024.6.23.13,QC,13,24.1,,ND,,79,,,6,14.6,,,,ILES DE LA MADELEINE A,2024-06-23T17:00:00,100.94,,,NA,,,23,2024,23,6,18.4,20,,,7053250,2024
-61.778055555555554,47.425,18,2024-06-23 14:00:00,7053250.2024.6.23.14,QC,14,32.2,,Nuageux,,74,,,6,14.3,,,,ILES DE LA MADELEINE A,2024-06-23T18:00:00,100.84,,,Cloudy,,,23,2024,23,6,19.0,20,,,7053250,2024
-61.778055555555554,47.425,19,2024-06-23 15:00:00,7053250.2024.6.23.15,QC,15,32.2,,ND,,78,,,6,14.1,,,,ILES DE LA MADELEINE A,2024-06-23T19:00:00,100.79,,,NA,,,23,2024,23,6,18.0,20,,,7053250,2024
-61.778055555555554,47.425,23,2024-06-23 16:00:00,7053250.2024.6.23.16,QC,16,32.2,,ND,,77,,,6,13.6,,,,ILES DE LA MADELEINE A,2024-06-23T20:00:00,100.72,,,NA,,,23,2024,23,6,17.5,20,,,7053250,2024
-61.778055555555554,47.425,26,2024-06-23 17:00:00,7053250.2024.6.23.17,QC,17,24.1,,Pluie,,92,,,6,14.6,,,,ILES DE LA MADELEINE A,2024-06-23T21:00:00,100.62,,,Rain,,,23,2024,23,6,15.9,19,,,7053250,2024
-61.778055555555554,47.425,22,2024-06-23 18:00:00,7053250.2024.6.23.18,QC,18,11.3,,Pluie,,95,,,6,14.6,,,,ILES DE LA MADELEINE A,2024-06-23T22:00:00,100.57,,,Rain,,,23,2024,23,6,15.5,19,,,7053250,2024
-61.778055555555554,47.425,20,2024-06-23 19:00:00,7053250.2024.6.23.19,QC,19,6.4,,Pluie,,97,,,6,15.0,,,,ILES DE LA MADELEINE A,2024-06-23T23:00:00,100.48,,,Rain,,,23,2024,23,6,15.3,18,,,7053250,2024
-61.778055555555554,47.425,20,2024-06-23 20:00:00,7053250.2024.6.23.20,QC,20,4.8,,Pluie,,99,,,6,14.7,,,,ILES DE LA MADELEINE A,2024-06-24T00:00:00,100.33,,,Rain,,,24,2024,23,6,14.8,15,,,7053250,2024
-61.778055555555554,47.425,23,2024-06-23 21:00:00,7053250.2024.6.23.21,QC,21,4.8,,Pluie modérée,,100,,,6,14.4,,,,ILES DE LA MADELEINE A,2024-06-24T01:00:00,100.22,,,Moderate Rain,,,24,2024,23,6,14.4,14,,,7053250,2024
-61.778055555555554,47.425,26,2024-06-23 22:00:00,7053250.2024.6.23.22,QC,22,6.4,,"Pluie,Brouillard",,100,,,6,13.9,,,,ILES DE LA MADELEINE A,2024-06-24T02:00:00,100.02,,,"Rain,Fog",,,24,2024,23,6,13.9,12,,,7053250,2024
-61.778055555555554,47.425,31,2024-06-24 05:00:00,7053250.2024.6.24.5,QC,5,2.4,,"Pluie,Bruine,Brouillard",,100,,,6,17.4,,,,ILES DE LA MADELEINE A,2024-06-24T09:00:00,99.4,,,"Rain,Drizzle,Fog",,,24,2024,24,6,17.4,24,,,7053250,2024
-61.778055555555554,47.425,25,2024-06-24 06:00:00,7053250.2024.6.24.6,QC,6,4,,Brouillard,,100,,,6,16.8,,,,ILES DE LA MADELEINE A,2024-06-24T10:00:00,99.42,,,Fog,,,24,2024,24,6,16.8,26,,,7053250,2024
-61.778055555555554,47.425,19,2024-06-24 07:00:00,7053250.2024.6.24.7,QC,7,1.6,,Brouillard,,100,,,6,16.4,,,,ILES DE LA MADELEINE A,2024-06-24T11:00:00,99.46,,,Fog,,,24,2024,24,6,16.4,26,,,7053250,2024
-61.778055555555554,47.425,20,2024-06-24 08:00:00,7053250.2024.6.24.8,QC,8,9.7,,Brouillard,,100,,,6,16.3,,,,ILES DE LA MADELEINE A,2024-06-24T12:00:00,99.53,,,Fog,,,24,2024,24,6,16.3,27,,,7053250,2024
-61.778055555555554,47.425,19,2024-06-24 09:00:00,7053250.2024.6.24.9,QC,9,24.1,,ND,,99,,,6,15.8,,,,ILES DE LA MADELEINE A,2024-06-24T13:00:00,99.58,,,NA,,,24,2024,24,6,15.9,32,,,7053250,2024
-61.778055555555554,47.425,20,2024-06-24 10:00:00,7053250.2024.6.24.10,QC,10,24.1,,ND,,91,,,6,14.1,,,,ILES DE LA MADELEINE A,2024-06-24T14:00:00,99.68,,,NA,,,24,2024,24,6,15.6,35,,,7053250,2024
-61.778055555555554,47.425,22,2024-06-24 11:00:00,7053250.2024.6.24.11,QC,11,24.1,,Nuageux,,93,,,6,14.3,,,,ILES DE LA MADELEINE A,2024-06-24T15:00:00,99.79,,,Cloudy,,,24,2024,24,6,15.4,36,,,7053250,2024
-61.778055555555554,47.425,21,2024-06-24 12:00:00,7053250.2024.6.24.12,QC,12,24.1,,ND,,91,,,6,14.7,,,,ILES DE LA MADELEINE A,2024-06-24T16:00:00,99.86,,,NA,,,24,2024,24,6,16.1,36,,,7053250,2024
-61.778055555555554,47.425,23,2024-06-24 13:00:00,7053250.2024.6.24.13,QC,13,24.1,,ND,,89,,,6,13.6,,,,ILES DE LA MADELEINE A,2024-06-24T17:00:00,99.93,,,NA,,,24,2024,24,6,15.4,1,,,7053250,2024
-61.778055555555554,47.425,18,2024-06-24 14:00:00,7053250.2024.6.24.14,QC,14,24.1,,Généralement nuageux,,88,,,6,13.8,,,,ILES DE LA MADELEINE A,2024-06-24T18:00:00,100.01,,,Mostly Cloudy,,,24,2024,24,6,15.7,36,,,7053250,2024
-61.778055555555554,47.425,22,2024-06-24 15:00:00,7053250.2024.6.24.15,QC,15,24.1,,ND,,85,,,6,12.9,,,,ILES DE LA MADELEINE A,2024-06-24T19:00:00,100.05,,,NA,,,24,2024,24,6,15.5,1,,,7053250,2024
