x,y,TEMP_FLAG,VISIBILITY_FLAG,LOCAL_DATE,LOCAL_HOUR,DEW_POINT_TEMP_FLAG,PROVINCE_CODE,PRECIP_AMOUNT_FLAG,STATION_NAME,WIND_DIRECTION,STATION_PRESSURE_FLAG,WEATHER_FRE_DESC,WIND_SPEED_FLAG,HUMIDEX,WIND_DIRECTION_FLAG,VISIBILITY,UTC_YEAR,LOCAL_DAY,UTC_MONTH,HUMIDEX_FLAG,UTC_DAY,UTC_DATE,STATION_PRESSURE,WEATHER_ENG_DESC,WINDCHILL_FLAG,DEW_POINT_TEMP,CLIMATE_IDENTIFIER,TEMP,LOCAL_YEAR,WINDCHILL,RELATIVE_HUMIDITY_FLAG,ID,WIND_SPEED,RELATIVE_HUMIDITY,PRECIP_AMOUNT,LOCAL_MONTH
-64.48333333333333,48.78333333333333,,,2024-03-18 08:00:00,8,,QC,,GASPE AIRPORT,24,,ND,,,,,2024,18,3,,18,2024-03-18T13:00:00,98.74,NA,,-0.7,7052603,0.2,2024,,,7052603.2024.3.18.8,3,94,4.4,3
-64.48333333333333,48.78333333333333,,,2024-03-18 09:00:00,9,,QC,,GASPE AIRPORT,16,,ND,,,,,2024,18,3,,18,2024-03-18T14:00:00,98.71,NA,,-0.9,7052603,0.5,2024,,,7052603.2024.3.18.9,1,90,0,3
-64.48333333333333,48.78333333333333,,,2024-03-18 10:00:00,10,,QC,,GASPE AIRPORT,11,,ND,,,,,2024,18,3,,18,2024-03-18T15:00:00,98.66,NA,,-0.9,7052603,0.7,2024,,,7052603.2024.3.18.10,6,89,0,3
-64.48333333333333,48.78333333333333,,,2024-03-18 11:00:00,11,,QC,,GASPE AIRPORT,9,,ND,,,,,2024,18,3,,18,2024-03-18T16:00:00,98.59,NA,,-1.2,7052603,1.3,2024,,,7052603.2024.3.18.11,4,83,0,3
-64.48333333333333,48.78333333333333,,,2024-03-18 12:00:00,12,,QC,,GASPE AIRPORT,9,,ND,,,,,2024,18,3,,18,2024-03-18T17:00:00,98.57,NA,,-0.9,7052603,1.0,2024,,,7052603.2024.3.18.12,9,87,0,3
-64.48333333333333,48.78333333333333,,,2024-03-18 13:00:00,13,,QC,,GASPE AIRPORT,9,,ND,,,,,2024,18,3,,18,2024-03-18T18:00:00,98.56,NA,,-1.1,7052603,0.4,2024,,,7052603.2024.3.18.13,12,90,0,3
-64.48333333333333,48.78333333333333,,,2024-03-18 14:00:00,14,,QC,,GASPE AIRPORT,9,,ND,,,,,2024,18,3,,18,2024-03-18T19:00:00,98.57,NA,,-0.7,7052603,1.0,2024,,,7052603.2024.3.18.14,8,89,0,3
-64.48333333333333,48.78333333333333,,,2024-03-18 15:00:00,15,,QC,,GASPE AIRPORT,9,,ND,,,,,2024,18,3,,18,2024-03-18T20:00:00,98.61,NA,,-0.5,7052603,0.9,2024,,,7052603.2024.3.18.15,5,90,0,3
-64.48333333333333,48.78333333333333,,,2024-03-18 16:00:00,16,,QC,,GASPE AIRPORT,1,,ND,,,,,2024,18,3,,18,2024-03-18T21:00:00,98.65,NA,,-0.9,7052603,1.6,2024,,,7052603.2024.3.18.16,7,84,0,3
-64.48333333333333,48.78333333333333,,,2024-03-18 17:00:00,17,,QC,,GASPE AIRPORT,32,,ND,,,,,2024,18,3,,18,2024-03-18T22:00:00,98.71,NA,,-0.8,7052603,0.8,2024,,,7052603.2024.3.18.17,5,89,0,3
-64.48333333333333,48.78333333333333,,,2024-03-18 18:00:00,18,,QC,,GASPE AIRPORT,31,,ND,,,,,2024,18,3,,18,2024-03-18T23:00:00,98.76,NA,,-0.8,7052603,0.5,2024,,,7052603.2024.3.18.18,6,92,0,3
-64.48333333333333,48.78333333333333,,,2024-03-18 19:00:00,19,,QC,,GASPE AIRPORT,28,,ND,,,,,2024,18,3,,19,2024-03-19T00:00:00,98.82,NA,,-0.8,7052603,0.1,2024,,,7052603.2024.3.18.19,5,93,0,3
-64.48333333333333,48.78333333333333,,,2024-03-18 20:00:00,20,,QC,,GASPE AIRPORT,32,,ND,,,,,2024,18,3,,19,2024-03-19T01:00:00,98.86,NA,,-1.4,7052603,0.0,2024,-3,,7052603.2024.3.18.20,10,91,0,3
-64.48333333333333,48.78333333333333,,,2024-03-18 21:00:00,21,,QC,,GASPE AIRPORT,32,,ND,,,,,2024,18,3,,19,2024-03-19T02:00:00,98.87,NA,,-1.4,7052603,-0.1,2024,-2,,7052603.2024.3.18.21,5,91,0,3
-64.48333333333333,48.78333333333333,,,2024-03-18 22:00:00,22,,QC,,GASPE AIRPORT,25,,ND,,,,,2024,18,3,,19,2024-03-19T03:00:00,98.85,NA,,-1.3,7052603,-0.7,2024,-3,,7052603.2024.3.18.22,6,96,0,3
-64.48333333333333,48.78333333333333,,,2024-03-18 23:00:00,23,,QC,,GASPE AIRPORT,28,,ND,,,,,2024,18,3,,19,2024-03-19T04:00:00,98.83,NA,,-1.5,7052603,-0.5,2024,-3,,7052603.2024.3.18.23,7,93,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 00:00:00,0,,QC,,GASPE AIRPORT,31,,ND,,,,,2024,19,3,,19,2024-03-19T05:00:00,98.81,NA,,-2.0,7052603,-0.9,2024,-4,,7052603.2024.3.19.0,9,92,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 01:00:00,1,,QC,,GASPE AIRPORT,30,,ND,,,,,2024,19,3,,19,2024-03-19T06:00:00,98.83,NA,,-2.0,7052603,-1.0,2024,-4,,7052603.2024.3.19.1,7,93,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 02:00:00,2,,QC,,GASPE AIRPORT,30,,ND,,,,,2024,19,3,,19,2024-03-19T07:00:00,98.83,NA,,-2.2,7052603,-1.4,2024,-4,,7052603.2024.3.19.2,6,94,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 03:00:00,3,,QC,,GASPE AIRPORT,32,,ND,,,,,2024,19,3,,19,2024-03-19T08:00:00,98.82,NA,,-1.6,7052603,-0.6,2024,-4,,7052603.2024.3.19.3,9,93,0.3,3
-64.48333333333333,48.78333333333333,,,2024-03-19 04:00:00,4,,QC,,GASPE AIRPORT,27,,ND,,,,,2024,19,3,,19,2024-03-19T09:00:00,98.86,NA,,-2.5,7052603,-1.6,2024,-4,,7052603.2024.3.19.4,6,93,0.5,3
-64.48333333333333,48.78333333333333,,,2024-03-19 05:00:00,5,,QC,,GASPE AIRPORT,27,,ND,,,,,2024,19,3,,19,2024-03-19T10:00:00,98.86,NA,,-2.7,7052603,-1.9,2024,-5,,7052603.2024.3.19.5,8,94,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 06:00:00,6,,QC,,GASPE AIRPORT,26,,ND,,,,,2024,19,3,,19,2024-03-19T11:00:00,98.88,NA,,-2.8,7052603,-1.9,2024,-5,,7052603.2024.3.19.6,7,94,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 07:00:00,7,,QC,,GASPE AIRPORT,26,,ND,,,,,2024,19,3,,19,2024-03-19T12:00:00,98.88,NA,,-2.0,7052603,-1.1,2024,-4,,7052603.2024.3.19.7,7,94,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 08:00:00,8,,QC,,GASPE AIRPORT,34,,ND,,,,,2024,19,3,,19,2024-03-19T13:00:00,98.89,NA,,-1.8,7052603,-0.6,2024,-5,,7052603.2024.3.19.8,12,92,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 09:00:00,9,,QC,,GASPE AIRPORT,2,,ND,,,,,2024,19,3,,19,2024-03-19T14:00:00,98.9,NA,,-3.2,7052603,0.1,2024,,,7052603.2024.3.19.9,7,79,0.3,3
-64.48333333333333,48.78333333333333,,,2024-03-19 10:00:00,10,,QC,,GASPE AIRPORT,36,,ND,,,,,2024,19,3,,19,2024-03-19T15:00:00,98.9,NA,,-4.0,7052603,0.3,2024,,,7052603.2024.3.19.10,10,73,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 11:00:00,11,,QC,,GASPE AIRPORT,35,,ND,,,,,2024,19,3,,19,2024-03-19T16:00:00,98.89,NA,,-4.2,7052603,0.3,2024,,,7052603.2024.3.19.11,14,72,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 12:00:00,12,,QC,,GASPE AIRPORT,34,,ND,,,,,2024,19,3,,19,2024-03-19T17:00:00,98.9,NA,,-5.3,7052603,0.7,2024,,,7052603.2024.3.19.12,11,64,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 13:00:00,13,,QC,,GASPE AIRPORT,34,,ND,,,,,2024,19,3,,19,2024-03-19T18:00:00,98.89,NA,,-4.5,7052603,0.8,2024,,,7052603.2024.3.19.13,12,67,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 14:00:00,14,,QC,,GASPE AIRPORT,34,,ND,,,,,2024,19,3,,19,2024-03-19T19:00:00,98.9,NA,,-4.3,7052603,1.1,2024,,,7052603.2024.3.19.14,14,67,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 15:00:00,15,,QC,,GASPE AIRPORT,32,,ND,,,,,2024,19,3,,19,2024-03-19T20:00:00,98.91,NA,,-4.3,7052603,1.4,2024,,,7052603.2024.3.19.15,13,66,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 16:00:00,16,,QC,,GASPE AIRPORT,31,,ND,,,,,2024,19,3,,19,2024-03-19T21:00:00,98.94,NA,,-4.3,7052603,1.4,2024,,,7052603.2024.3.19.16,12,66,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 17:00:00,17,,QC,,GASPE AIRPORT,30,,ND,,,,,2024,19,3,,19,2024-03-19T22:00:00,99.01,NA,,-4.0,7052603,0.9,2024,,,7052603.2024.3.19.17,10,70,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 18:00:00,18,,QC,,GASPE AIRPORT,28,,ND,,,,,2024,19,3,,19,2024-03-19T23:00:00,99.07,NA,,-3.8,7052603,0.5,2024,,,7052603.2024.3.19.18,10,73,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 19:00:00,19,,QC,,GASPE AIRPORT,28,,ND,,,,,2024,19,3,,20,2024-03-20T00:00:00,99.13,NA,,-3.7,7052603,-0.1,2024,-3,,7052603.2024.3.19.19,9,77,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 20:00:00,20,,QC,,GASPE AIRPORT,29,,ND,,,,,2024,19,3,,20,2024-03-20T01:00:00,99.2,NA,,-3.6,7052603,-0.2,2024,-3,,7052603.2024.3.19.20,7,77,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 21:00:00,21,,QC,,GASPE AIRPORT,27,,ND,,,,,2024,19,3,,20,2024-03-20T02:00:00,99.22,NA,,-3.6,7052603,-0.3,2024,-4,,7052603.2024.3.19.21,10,78,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 22:00:00,22,,QC,,GASPE AIRPORT,28,,ND,,,,,2024,19,3,,20,2024-03-20T03:00:00,99.24,NA,,-4.1,7052603,-0.4,2024,-4,,7052603.2024.3.19.22,9,76,0,3
-64.48333333333333,48.78333333333333,,,2024-03-19 23:00:00,23,,QC,,GASPE AIRPORT,31,,ND,,,,,2024,19,3,,20,2024-03-20T04:00:00,99.29,NA,,-4.2,7052603,-1.3,2024,-4,,7052603.2024.3.19.23,8,81,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 00:00:00,0,,QC,,GASPE AIRPORT,32,,ND,,,,,2024,20,3,,20,2024-03-20T05:00:00,99.36,NA,,-4.4,7052603,-1.3,2024,-4,,7052603.2024.3.20.0,7,80,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 01:00:00,1,,QC,,GASPE AIRPORT,30,,ND,,,,,2024,20,3,,20,2024-03-20T06:00:00,99.44,NA,,-4.5,7052603,-1.6,2024,-5,,7052603.2024.3.20.1,8,80,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 02:00:00,2,,QC,,GASPE AIRPORT,32,,ND,,,,,2024,20,3,,20,2024-03-20T07:00:00,99.48,NA,,-4.1,7052603,-1.2,2024,-4,,7052603.2024.3.20.2,9,80,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 03:00:00,3,,QC,,GASPE AIRPORT,26,,ND,,,,,2024,20,3,,20,2024-03-20T08:00:00,99.54,NA,,-3.9,7052603,-1.8,2024,-3,,7052603.2024.3.20.3,3,85,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 04:00:00,4,,QC,,GASPE AIRPORT,28,,ND,,,,,2024,20,3,,20,2024-03-20T09:00:00,99.64,NA,,-3.8,7052603,-2.2,2024,-4,,7052603.2024.3.20.4,5,89,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 05:00:00,5,,QC,,GASPE AIRPORT,28,,ND,,,,,2024,20,3,,20,2024-03-20T10:00:00,99.71,NA,,-3.7,7052603,-1.7,2024,-3,,7052603.2024.3.20.5,4,86,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 06:00:00,6,,QC,,GASPE AIRPORT,25,,ND,,,,,2024,20,3,,20,2024-03-20T11:00:00,99.82,NA,,-3.6,7052603,-1.9,2024,-4,,7052603.2024.3.20.6,5,88,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 07:00:00,7,,QC,,GASPE AIRPORT,24,,ND,,,,,2024,20,3,,20,2024-03-20T12:00:00,99.9,NA,,-3.4,7052603,-0.8,2024,-3,,7052603.2024.3.20.7,6,83,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 08:00:00,8,,QC,,GASPE AIRPORT,0,,ND,,,,,2024,20,3,,20,2024-03-20T13:00:00,99.98,NA,,-2.7,7052603,0.0,2024,,,7052603.2024.3.20.8,0,82,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 09:00:00,9,,QC,,GASPE AIRPORT,0,,ND,,,,,2024,20,3,,20,2024-03-20T14:00:00,100.0,NA,,-2.7,7052603,0.8,2024,,,7052603.2024.3.20.9,0,77,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 10:00:00,10,,QC,,GASPE AIRPORT,9,,ND,,,,,2024,20,3,,20,2024-03-20T15:00:00,100.03,NA,,-2.2,7052603,0.4,2024,,,7052603.2024.3.20.10,10,83,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 11:00:00,11,,QC,,GASPE AIRPORT,8,,ND,,,,,2024,20,3,,20,2024-03-20T16:00:00,100.05,NA,,-1.7,7052603,0.5,2024,,,7052603.2024.3.20.11,13,85,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 12:00:00,12,,QC,,GASPE AIRPORT,8,,ND,,,,,2024,20,3,,20,2024-03-20T17:00:00,100.07,NA,,-1.3,7052603,0.6,2024,,,7052603.2024.3.20.12,19,87,0.2,3
-64.48333333333333,48.78333333333333,,,2024-03-20 13:00:00,13,,QC,,GASPE AIRPORT,12,,ND,,,,,2024,20,3,,20,2024-03-20T18:00:00,100.08,NA,,-2.4,7052603,2.2,2024,,,7052603.2024.3.20.13,10,72,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 14:00:00,14,,QC,,GASPE AIRPORT,14,,ND,,,,,2024,20,3,,20,2024-03-20T19:00:00,100.11,NA,,-2.6,7052603,2.3,2024,,,7052603.2024.3.20.14,13,70,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 15:00:00,15,,QC,,GASPE AIRPORT,7,,ND,,,,,2024,20,3,,20,2024-03-20T20:00:00,100.13,NA,,-2.4,7052603,2.2,2024,,,7052603.2024.3.20.15,12,72,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 16:00:00,16,,QC,,GASPE AIRPORT,6,,ND,,,,,2024,20,3,,20,2024-03-20T21:00:00,100.19,NA,,-2.4,7052603,2.2,2024,,,7052603.2024.3.20.16,8,72,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 17:00:00,17,,QC,,GASPE AIRPORT,16,,ND,,,,,2024,20,3,,20,2024-03-20T22:00:00,100.26,NA,,-3.6,7052603,1.5,2024,,,7052603.2024.3.20.17,11,69,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 18:00:00,18,,QC,,GASPE AIRPORT,15,,ND,,,,,2024,20,3,,20,2024-03-20T23:00:00,100.35,NA,,-4.0,7052603,0.4,2024,,,7052603.2024.3.20.18,9,72,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 19:00:00,19,,QC,,GASPE AIRPORT,8,,ND,,,,,2024,20,3,,21,2024-03-21T00:00:00,100.44,NA,,-3.0,7052603,-0.6,2024,-3,,7052603.2024.3.20.19,8,84,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 20:00:00,20,,QC,,GASPE AIRPORT,10,,ND,,,,,2024,20,3,,21,2024-03-21T01:00:00,100.51,NA,,-3.4,7052603,-0.3,2024,-4,,7052603.2024.3.20.20,12,80,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 21:00:00,21,,QC,,GASPE AIRPORT,8,,ND,,,,,2024,20,3,,21,2024-03-21T02:00:00,100.49,NA,,-3.5,7052603,-0.6,2024,-4,,7052603.2024.3.20.21,10,81,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 22:00:00,22,,QC,,GASPE AIRPORT,7,,ND,,,,,2024,20,3,,21,2024-03-21T03:00:00,100.5,NA,,-2.5,7052603,-0.8,2024,-5,,7052603.2024.3.20.22,13,89,0,3
-64.48333333333333,48.78333333333333,,,2024-03-20 23:00:00,23,,QC,,GASPE AIRPORT,7,,ND,,,,,2024,20,3,,21,2024-03-21T04:00:00,100.46,NA,,-2.5,7052603,-1.0,2024,-5,,7052603.2024.3.20.23,11,90,0,3
-64.48333333333333,48.78333333333333,,,2024-03-21 00:00:00,0,,QC,,GASPE AIRPORT,7,,ND,,,,,2024,21,3,,21,2024-03-21T05:00:00,100.42,NA,,-2.9,7052603,-0.9,2024,-5,,7052603.2024.3.21.0,11,86,0,3
-64.48333333333333,48.78333333333333,,,2024-03-21 01:00:00,1,,QC,,GASPE AIRPORT,8,,ND,,,,,2024,21,3,,21,2024-03-21T06:00:00,100.36,NA,,-2.7,7052603,-1.1,2024,-5,,7052603.2024.3.21.1,10,89,0,3
-64.48333333333333,48.78333333333333,,,2024-03-21 02:00:00,2,,QC,,GASPE AIRPORT,9,,ND,,,,,2024,21,3,,21,2024-03-21T07:00:00,100.29,NA,,-2.5,7052603,-1.0,2024,-5,,7052603.2024.3.21.2,12,89,0,3
-64.48333333333333,48.78333333333333,,,2024-03-21 03:00:00,3,,QC,,GASPE AIRPORT,8,,ND,,,,,2024,21,3,,21,2024-03-21T08:00:00,100.21,NA,,-1.3,7052603,-0.7,2024,-5,,7052603.2024.3.21.3,15,96,0.5,3
-64.48333333333333,48.78333333333333,,,2024-03-21 04:00:00,4,,QC,,GASPE AIRPORT,9,,ND,,,,,2024,21,3,,21,2024-03-21T09:00:00,100.12,NA,,-0.5,7052603,0.0,2024,-5,,7052603.2024.3.21.4,19,96,1.2,3
-64.48333333333333,48.78333333333333,,,2024-03-21 05:00:00,5,,QC,,GASPE AIRPORT,8,,ND,,,,,2024,21,3,,21,2024-03-21T10:00:00,100.07,NA,,-0.3,7052603,0.0,2024,-5,,7052603.2024.3.21.5,17,97,1,3
-64.48333333333333,48.78333333333333,,,2024-03-21 06:00:00,6,,QC,,GASPE AIRPORT,10,,ND,,,,,2024,21,3,,21,2024-03-21T11:00:00,99.99,NA,,-0.4,7052603,0.1,2024,,,7052603.2024.3.21.6,25,96,1.9,3
-64.48333333333333,48.78333333333333,,,2024-03-21 07:00:00,7,,QC,,GASPE AIRPORT,11,,ND,,,,,2024,21,3,,21,2024-03-21T12:00:00,100.04,NA,,-0.5,7052603,0.1,2024,,,7052603.2024.3.21.7,29,96,0.6,3
-64.48333333333333,48.78333333333333,,,2024-03-21 08:00:00,8,,QC,,GASPE AIRPORT,9,,ND,,,,,2024,21,3,,21,2024-03-21T13:00:00,100.0,NA,,-1.0,7052603,0.1,2024,,,7052603.2024.3.21.8,25,93,2.3,3
-64.48333333333333,48.78333333333333,,,2024-03-21 09:00:00,9,,QC,,GASPE AIRPORT,9,,ND,,,,,2024,21,3,,21,2024-03-21T14:00:00,99.89,NA,,-1.4,7052603,0.1,2024,,,7052603.2024.3.21.9,25,89,0,3
-64.48333333333333,48.78333333333333,,,2024-03-21 10:00:00,10,,QC,,GASPE AIRPORT,11,,ND,,,,,2024,21,3,,21,2024-03-21T15:00:00,99.82,NA,,-1.1,7052603,0.2,2024,,,7052603.2024.3.21.10,20,91,0,3
-64.48333333333333,48.78333333333333,,,2024-03-21 11:00:00,11,,QC,,GASPE AIRPORT,9,,ND,,,,,2024,21,3,,21,2024-03-21T16:00:00,99.64,NA,,-1.2,7052603,-0.3,2024,-7,,7052603.2024.3.21.11,36,94,0,3
-64.48333333333333,48.78333333333333,,,2024-03-21 12:00:00,12,,QC,,GASPE AIRPORT,9,,ND,,,,,2024,21,3,,21,2024-03-21T17:00:00,99.47,NA,,-0.9,7052603,-0.5,2024,-8,,7052603.2024.3.21.12,36,97,0.7,3
-64.48333333333333,48.78333333333333,,,2024-03-21 13:00:00,13,,QC,,GASPE AIRPORT,9,,ND,,,,,2024,21,3,,21,2024-03-21T18:00:00,99.26,NA,,-0.6,7052603,-0.3,2024,-8,,7052603.2024.3.21.13,41,98,1.9,3
-64.48333333333333,48.78333333333333,,,2024-03-21 14:00:00,14,,QC,,GASPE AIRPORT,10,,ND,,,,,2024,21,3,,21,2024-03-21T19:00:00,99.14,NA,,-0.8,7052603,-0.4,2024,-8,,7052603.2024.3.21.14,39,98,0.7,3
-64.48333333333333,48.78333333333333,,,2024-03-21 15:00:00,15,,QC,,GASPE AIRPORT,9,,ND,,,,,2024,21,3,,21,2024-03-21T20:00:00,99.07,NA,,-1.0,7052603,-0.7,2024,-9,,7052603.2024.3.21.15,46,98,0,3
-64.48333333333333,48.78333333333333,,,2024-03-21 16:00:00,16,,QC,,GASPE AIRPORT,9,,ND,,,,,2024,21,3,,21,2024-03-21T21:00:00,99.04,NA,,-1.0,7052603,-0.7,2024,-8,,7052603.2024.3.21.16,39,98,0.7,3
-64.48333333333333,48.78333333333333,,,2024-03-21 17:00:00,17,,QC,,GASPE AIRPORT,10,,ND,,,,,2024,21,3,,21,2024-03-21T22:00:00,99.03,NA,,-1.0,7052603,-0.7,2024,-5,,7052603.2024.3.21.17,16,98,1.1,3
-64.48333333333333,48.78333333333333,,,2024-03-21 18:00:00,18,,QC,,GASPE AIRPORT,9,,ND,,,,,2024,21,3,,21,2024-03-21T23:00:00,99.0,NA,,-1.2,7052603,-0.9,2024,-4,,7052603.2024.3.21.18,10,98,0,3
-64.48333333333333,48.78333333333333,,,2024-03-21 19:00:00,19,,QC,,GASPE AIRPORT,9,,ND,,,,,2024,21,3,,22,2024-03-22T00:00:00,98.95,NA,,-3.1,7052603,-2.6,2024,-5,,7052603.2024.3.21.19,7,96,0,3
-64.48333333333333,48.78333333333333,,,2024-03-21 20:00:00,20,,QC,,GASPE AIRPORT,1,,ND,,,,,2024,21,3,,22,2024-03-22T01:00:00,98.94,NA,,-2.5,7052603,-2.1,2024,-4,,7052603.2024.3.21.20,6,97,0,3
-64.48333333333333,48.78333333333333,,,2024-03-21 21:00:00,21,,QC,,GASPE AIRPORT,28,,ND,,,,,2024,21,3,,22,2024-03-22T02:00:00,98.9,NA,,-2.9,7052603,-2.4,2024,-4,,7052603.2024.3.21.21,4,97,0,3
-64.48333333333333,48.78333333333333,,,2024-03-21 22:00:00,22,,QC,,GASPE AIRPORT,30,,ND,,,,,2024,21,3,,22,2024-03-22T03:00:00,98.82,NA,,-3.4,7052603,-2.9,2024,-6,,7052603.2024.3.21.22,7,96,0,3
