x,y,RELATIVE_HUMIDITY_FLAG,PRECIP_AMOUNT,UTC_DATE,LOCAL_MONTH,VISIBILITY,WIND_DIRECTION,DEW_POINT_TEMP_FLAG,UTC_DAY,STATION_NAME,LOCAL_DAY,HUMIDEX_FLAG,ID,WIND_SPEED,WIND_SPEED_FLAG,UTC_MONTH,WINDCHILL,STATION_PRESSURE,WEATHER_ENG_DESC,RELATIVE_HUMIDITY,WEATHER_FRE_DESC,LOCAL_DATE,CLIMATE_IDENTIFIER,PRECIP_AMOUNT_FLAG,LOCAL_HOUR,WIND_DIRECTION_FLAG,WINDCHILL_FLAG,HUMIDEX,STATION_PRESSURE_FLAG,VISIBILITY_FLAG,UTC_YEAR,TEMP,TEMP_FLAG,PROVINCE_CODE,DEW_POINT_TEMP,LOCAL_YEAR
-57.18611111111111,51.441944444444445,,,2024-04-10T18:00:00,4,24.1,3,,10,LOURDES DE BLANC SABLON A,10,,7040815.2024.4.10.14,37,,4,,101.4,Mostly Cloudy,57,Généralement nuageux,2024-04-10 14:00:00,7040815,,14,,,,,,2024,4.5,,QC,-3.2,2024
-57.18611111111111,51.441944444444445,,,2024-04-10T19:00:00,4,24.1,3,,10,LOURDES DE BLANC SABLON A,10,,7040815.2024.4.10.15,21,,4,,101.5,NA,56,ND,2024-04-10 15:00:00,7040815,,15,,,,,,2024,3.8,,QC,-4.2,2024
-57.18611111111111,51.441944444444445,,,2024-04-10T20:00:00,4,24.1,5,,10,LOURDES DE BLANC SABLON A,10,,7040815.2024.4.10.16,12,,4,,101.58,NA,58,ND,2024-04-10 16:00:00,7040815,,16,,,,,,2024,3.7,,QC,-3.7,2024
-57.18611111111111,51.441944444444445,,,2024-04-10T21:00:00,4,24.1,20,,10,LOURDES DE BLANC SABLON A,10,,7040815.2024.4.10.17,8,,4,,101.64,Cloudy,66,Nuageux,2024-04-10 17:00:00,7040815,,17,,,,,,2024,2.8,,QC,-3.0,2024
-57.18611111111111,51.441944444444445,,,2024-04-10T22:00:00,4,24.1,20,,10,LOURDES DE BLANC SABLON A,10,,7040815.2024.4.10.18,4,,4,,101.73,NA,76,ND,2024-04-10 18:00:00,7040815,,18,,,,,,2024,1.1,,QC,-2.6,2024
-57.18611111111111,51.441944444444445,,,2024-04-10T23:00:00,4,24.1,20,,10,LOURDES DE BLANC SABLON A,10,,7040815.2024.4.10.19,4,,4,,101.83,NA,79,ND,2024-04-10 19:00:00,7040815,,19,,,,,,2024,0.4,,QC,-2.8,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T00:00:00,4,24.1,3,,11,LOURDES DE BLANC SABLON A,10,,7040815.2024.4.10.20,4,,4,-2,101.92,Mainly Clear,84,Généralement dégagé,2024-04-10 20:00:00,7040815,,20,,,,,,2024,-0.9,,QC,-3.2,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T01:00:00,4,24.1,0,,11,LOURDES DE BLANC SABLON A,10,,7040815.2024.4.10.21,1,,4,-2,101.97,NA,88,ND,2024-04-10 21:00:00,7040815,,21,,,,,,2024,-1.3,,QC,-3.0,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T02:00:00,4,24.1,6,,11,LOURDES DE BLANC SABLON A,10,,7040815.2024.4.10.22,4,,4,-4,101.98,NA,89,ND,2024-04-10 22:00:00,7040815,,22,,,,,,2024,-2.2,,QC,-3.7,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T03:00:00,4,24.1,7,,11,LOURDES DE BLANC SABLON A,10,,7040815.2024.4.10.23,5,,4,-4,101.99,Clear,90,Dégagé,2024-04-10 23:00:00,7040815,,23,,,,,,2024,-2.4,,QC,-3.8,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T04:00:00,4,24.1,7,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.0,7,,4,-6,102.02,NA,94,ND,2024-04-11 00:00:00,7040815,,0,,,,,,2024,-3.5,,QC,-4.3,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T05:00:00,4,24.1,11,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.1,3,,4,-5,102.04,NA,100,ND,2024-04-11 01:00:00,7040815,,1,,,,,,2024,-4.2,,QC,-4.2,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T06:00:00,4,24.1,36,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.2,1,,4,-5,102.06,Clear,100,Dégagé,2024-04-11 02:00:00,7040815,,2,,,,,,2024,-4.1,,QC,-4.1,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T07:00:00,4,24.1,6,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.3,4,,4,-5,102.1,NA,100,ND,2024-04-11 03:00:00,7040815,,3,,,,,,2024,-3.8,,QC,-3.8,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T08:00:00,4,24.1,36,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.4,2,,4,-4,102.1,NA,100,ND,2024-04-11 04:00:00,7040815,,4,,,,,,2024,-3.0,,QC,-3.0,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T09:00:00,4,16.1,36,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.5,2,,4,-4,102.09,Mainly Clear,100,Généralement dégagé,2024-04-11 05:00:00,7040815,,5,,,,,,2024,-2.9,,QC,-2.9,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T10:00:00,4,19.3,19,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.6,5,,4,-5,102.12,NA,100,ND,2024-04-11 06:00:00,7040815,,6,,,,,,2024,-3.0,,QC,-3.0,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T11:00:00,4,24.1,25,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.7,13,,4,-5,102.15,NA,100,ND,2024-04-11 07:00:00,7040815,,7,,,,,,2024,-0.6,,QC,-0.6,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T12:00:00,4,24.1,25,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.8,22,,4,-6,102.16,Clear,83,Dégagé,2024-04-11 08:00:00,7040815,,8,,,,,,2024,0.0,,QC,-2.6,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T13:00:00,4,24.1,24,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.9,17,,4,,102.19,NA,72,ND,2024-04-11 09:00:00,7040815,,9,,,,,,2024,1.2,,QC,-3.2,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T14:00:00,4,24.1,24,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.10,26,,4,,102.17,NA,62,ND,2024-04-11 10:00:00,7040815,,10,,,,,,2024,2.4,,QC,-4.3,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T15:00:00,4,24.1,22,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.11,34,,4,,102.13,Clear,68,Dégagé,2024-04-11 11:00:00,7040815,,11,,,,,,2024,2.3,,QC,-3.0,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T16:00:00,4,24.1,23,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.12,28,,4,,102.14,NA,65,ND,2024-04-11 12:00:00,7040815,,12,,,,,,2024,2.9,,QC,-3.0,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T17:00:00,4,24.1,23,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.13,35,,4,,102.13,NA,66,ND,2024-04-11 13:00:00,7040815,,13,,,,,,2024,2.9,,QC,-2.9,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T18:00:00,4,24.1,23,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.14,34,,4,,102.14,Mainly Clear,68,Généralement dégagé,2024-04-11 14:00:00,7040815,,14,,,,,,2024,2.1,,QC,-3.2,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T19:00:00,4,24.1,23,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.15,30,,4,,102.14,NA,70,ND,2024-04-11 15:00:00,7040815,,15,,,,,,2024,2.1,,QC,-2.8,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T20:00:00,4,24.1,24,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.16,29,,4,,102.14,NA,78,ND,2024-04-11 16:00:00,7040815,,16,,,,,,2024,1.5,,QC,-2.0,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T21:00:00,4,24.1,24,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.17,26,,4,,102.14,Mostly Cloudy,81,Généralement nuageux,2024-04-11 17:00:00,7040815,,17,,,,,,2024,0.9,,QC,-2.0,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T22:00:00,4,24.1,26,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.18,17,,4,-5,102.15,NA,86,ND,2024-04-11 18:00:00,7040815,,18,,,,,,2024,-0.4,,QC,-2.4,2024
-57.18611111111111,51.441944444444445,,,2024-04-11T23:00:00,4,24.1,25,,11,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.19,15,,4,-6,102.15,NA,90,ND,2024-04-11 19:00:00,7040815,,19,,,,,,2024,-0.9,,QC,-2.4,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T00:00:00,4,24.1,24,,12,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.20,20,,4,-7,102.18,Mostly Cloudy,93,Généralement nuageux,2024-04-11 20:00:00,7040815,,20,,,,,,2024,-1.0,,QC,-2.0,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T01:00:00,4,24.1,25,,12,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.21,15,,4,-6,102.16,NA,92,ND,2024-04-11 21:00:00,7040815,,21,,,,,,2024,-1.2,,QC,-2.4,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T02:00:00,4,24.1,26,,12,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.22,17,,4,-6,102.14,NA,93,ND,2024-04-11 22:00:00,7040815,,22,,,,,,2024,-1.0,,QC,-1.9,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T03:00:00,4,24.1,26,,12,LOURDES DE BLANC SABLON A,11,,7040815.2024.4.11.23,20,,4,-6,102.1,Mostly Cloudy,91,Généralement nuageux,2024-04-11 23:00:00,7040815,,23,,,,,,2024,-0.3,,QC,-1.5,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T04:00:00,4,24.1,25,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.0,20,,4,-6,102.07,NA,93,ND,2024-04-12 00:00:00,7040815,,0,,,,,,2024,-0.3,,QC,-1.3,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T05:00:00,4,24.1,24,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.1,14,,4,-4,102.06,NA,94,ND,2024-04-12 01:00:00,7040815,,1,,,,,,2024,-0.2,,QC,-1.1,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T06:00:00,4,24.1,25,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.2,15,,4,-5,102.03,Cloudy,95,Nuageux,2024-04-12 02:00:00,7040815,,2,,,,,,2024,-0.2,,QC,-0.9,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T07:00:00,4,24.1,24,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.3,17,,4,-5,102.03,NA,94,ND,2024-04-12 03:00:00,7040815,,3,,,,,,2024,0.0,,QC,-0.9,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T08:00:00,4,24.1,24,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.4,9,,4,-3,102.01,NA,95,ND,2024-04-12 04:00:00,7040815,,4,,,,,,2024,0.0,,QC,-0.7,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T09:00:00,4,16.1,23,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.5,9,,4,-3,102.01,Rain,98,Pluie,2024-04-12 05:00:00,7040815,,5,,,,,,2024,-0.2,,QC,-0.4,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T10:00:00,4,16.1,23,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.6,14,,4,,102.02,NA,99,ND,2024-04-12 06:00:00,7040815,,6,,,,,,2024,0.2,,QC,0.0,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T11:00:00,4,12.9,23,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.7,17,,4,,102.04,NA,98,ND,2024-04-12 07:00:00,7040815,,7,,,,,,2024,0.4,,QC,0.2,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T12:00:00,4,16.1,23,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.8,18,,4,,102.03,Cloudy,98,Nuageux,2024-04-12 08:00:00,7040815,,8,,,,,,2024,0.9,,QC,0.6,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T13:00:00,4,12.9,22,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.9,22,,4,,102.03,NA,94,ND,2024-04-12 09:00:00,7040815,,9,,,,,,2024,1.6,,QC,0.8,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T14:00:00,4,16.1,23,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.10,19,,4,,101.99,NA,92,ND,2024-04-12 10:00:00,7040815,,10,,,,,,2024,1.6,,QC,0.5,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T15:00:00,4,16.1,25,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.11,18,,4,,101.94,Cloudy,91,Nuageux,2024-04-12 11:00:00,7040815,,11,,,,,,2024,1.4,,QC,0.1,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T16:00:00,4,12.9,25,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.12,16,,4,,101.84,Rain,95,Pluie,2024-04-12 12:00:00,7040815,,12,,,,,,2024,1.6,,QC,0.9,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T17:00:00,4,12.9,27,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.13,16,,4,,101.77,NA,92,ND,2024-04-12 13:00:00,7040815,,13,,,,,,2024,1.6,,QC,0.5,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T18:00:00,4,16.1,28,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.14,17,,4,,101.73,Rain,86,Pluie,2024-04-12 14:00:00,7040815,,14,,,,,,2024,2.0,,QC,-0.2,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T19:00:00,4,24.1,28,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.15,20,,4,,101.65,NA,77,ND,2024-04-12 15:00:00,7040815,,15,,,,,,2024,2.0,,QC,-1.5,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T20:00:00,4,24.1,27,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.16,17,,4,,101.67,NA,80,ND,2024-04-12 16:00:00,7040815,,16,,,,,,2024,1.8,,QC,-1.3,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T21:00:00,4,1.6,28,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.17,12,,4,,101.65,"Drizzle,Fog",100,"Bruine,Brouillard",2024-04-12 17:00:00,7040815,,17,,,,,,2024,0.5,,QC,0.5,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T22:00:00,4,2.4,25,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.18,9,,4,,101.62,"Drizzle,Fog",100,"Bruine,Brouillard",2024-04-12 18:00:00,7040815,,18,,,,,,2024,0.8,,QC,0.8,2024
-57.18611111111111,51.441944444444445,,,2024-04-12T23:00:00,4,2.4,28,,12,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.19,8,,4,,101.59,"Drizzle,Fog",100,"Bruine,Brouillard",2024-04-12 19:00:00,7040815,,19,,,,,,2024,0.9,,QC,0.9,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T00:00:00,4,2.4,30,,13,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.20,7,,4,,101.57,"Drizzle,Fog",100,"Bruine,Brouillard",2024-04-12 20:00:00,7040815,,20,,,,,,2024,1.0,,QC,1.0,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T01:00:00,4,2.4,30,,13,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.21,8,,4,,101.54,"Drizzle,Fog",100,"Bruine,Brouillard",2024-04-12 21:00:00,7040815,,21,,,,,,2024,1.5,,QC,1.5,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T02:00:00,4,2.4,30,,13,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.22,9,,4,,101.46,"Drizzle,Fog",100,"Bruine,Brouillard",2024-04-12 22:00:00,7040815,,22,,,,,,2024,1.7,,QC,1.7,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T03:00:00,4,2.4,30,,13,LOURDES DE BLANC SABLON A,12,,7040815.2024.4.12.23,7,,4,,101.38,"Drizzle,Fog",100,"Bruine,Brouillard",2024-04-12 23:00:00,7040815,,23,,,,,,2024,2.2,,QC,2.2,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T04:00:00,4,3.2,36,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.0,1,,4,,101.33,"Drizzle,Fog",100,"Bruine,Brouillard",2024-04-13 00:00:00,7040815,,0,,,,,,2024,2.4,,QC,2.4,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T05:00:00,4,4,5,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.1,4,,4,,101.28,"Drizzle,Fog",100,"Bruine,Brouillard",2024-04-13 01:00:00,7040815,,1,,,,,,2024,2.4,,QC,2.4,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T06:00:00,4,4,7,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.2,7,,4,,101.23,"Rain,Fog",100,"Pluie,Brouillard",2024-04-13 02:00:00,7040815,,2,,,,,,2024,0.8,,QC,0.8,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T07:00:00,4,6.4,8,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.3,9,,4,,101.16,"Rain,Fog",100,"Pluie,Brouillard",2024-04-13 03:00:00,7040815,,3,,,,,,2024,1.1,,QC,1.1,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T08:00:00,4,6.4,6,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.4,8,,4,,101.12,"Rain,Fog",100,"Pluie,Brouillard",2024-04-13 04:00:00,7040815,,4,,,,,,2024,1.5,,QC,1.5,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T09:00:00,4,8.1,4,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.5,9,,4,,101.05,"Rain,Fog",100,"Pluie,Brouillard",2024-04-13 05:00:00,7040815,,5,,,,,,2024,4.2,,QC,4.2,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T10:00:00,4,16.1,6,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.6,8,,4,,101.01,Rain,100,Pluie,2024-04-13 06:00:00,7040815,,6,,,,,,2024,5.2,,QC,5.2,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T11:00:00,4,4.8,7,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.7,3,,4,,100.95,"Moderate Rain,Fog",100,"Pluie modérée,Brouillard",2024-04-13 07:00:00,7040815,,7,,,,,,2024,7.0,,QC,7.0,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T12:00:00,4,11.3,36,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.8,3,,4,,100.92,Rain,100,Pluie,2024-04-13 08:00:00,7040815,,8,,,,,,2024,7.3,,QC,7.3,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T13:00:00,4,24.1,3,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.9,4,,4,,100.85,Rain,100,Pluie,2024-04-13 09:00:00,7040815,,9,,,,,,2024,8.2,,QC,8.2,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T14:00:00,4,24.1,6,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.10,5,,4,,100.79,Rain,100,Pluie,2024-04-13 10:00:00,7040815,,10,,,,,,2024,9.8,,QC,9.8,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T15:00:00,4,16.1,15,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.11,4,,4,,100.79,Rain,96,Pluie,2024-04-13 11:00:00,7040815,,11,,,,,,2024,9.6,,QC,9.0,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T16:00:00,4,2.4,36,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.12,1,,4,,100.76,"Rain,Fog",100,"Pluie,Brouillard",2024-04-13 12:00:00,7040815,,12,,,,,,2024,9.3,,QC,9.3,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T17:00:00,4,24.1,27,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.13,9,,4,,100.74,Rain,96,Pluie,2024-04-13 13:00:00,7040815,,13,,,,,,2024,10.0,,QC,9.3,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T18:00:00,4,1.6,27,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.14,14,,4,,100.73,"Rain,Fog",100,"Pluie,Brouillard",2024-04-13 14:00:00,7040815,,14,,,,,,2024,7.8,,QC,7.8,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T19:00:00,4,2.4,31,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.15,11,,4,,100.7,"Rain,Fog",100,"Pluie,Brouillard",2024-04-13 15:00:00,7040815,,15,,,,,,2024,6.9,,QC,6.9,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T20:00:00,4,2.4,32,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.16,4,,4,,100.65,"Rain,Fog",100,"Pluie,Brouillard",2024-04-13 16:00:00,7040815,,16,,,,,,2024,7.3,,QC,7.3,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T21:00:00,4,3.2,33,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.17,10,,4,,100.63,"Rain,Fog",100,"Pluie,Brouillard",2024-04-13 17:00:00,7040815,,17,,,,,,2024,7.3,,QC,7.3,2024
-57.18611111111111,51.441944444444445,,,2024-04-13T22:00:00,4,1.6,3,,13,LOURDES DE BLANC SABLON A,13,,7040815.2024.4.13.18,8,,4,,100.61,"Rain,Fog",100,"Pluie,Brouillard",2024-04-13 18:00:00,7040815,,18,,,,,,2024,7.6,,QC,7.6,2024
